,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,input,output,output,output,output,output,output,output,output
,Population,White,African American,Native American,Asian,Hawaiian and Pacific Islander,Hispanic,Other Races,Multi race,Male,Female,Age group  less than 5 years,Age group 5 to 9 years,Age group 10 to 14 years,Age group 15 to 19 years,Age group 20 to 24 years,Age group 25 to 34 years,Age group 35 to 44 years,Age group 45 to 54 years,Age group 55 to 64 years,Age group 65 to 74 years,Age group 75 to 84 years,Age group greater than 85 years,Households with One Male,Households with One Female,Married Households with Children,Married Households with No Child,Male Headed Households with Children,Female Headed Households with Children,Housing Units,Vacant Housing Units,Owner occupied Housing Units,Renter occupied Housing Units,Prevalence of obesity,Hypertension,Diabetes,CVD,HIV or AIDS,Population per sq mile,Average Household Size,Average Family Size,covid_confirmed-first_wave,covid_confirmed-second_wave,covid_confirmed-vaccination,covid_confirmed-whole,covid_deaths-first_wave,covid_deaths-second_wave,covid_deaths-vaccination,covid_deaths-whole
countyFIPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,55869,0.767062235,0.17260019,0.004152571,0.008484133,0.000572768,0.023447708,0.00834094,0.015554243,0.475558897,0.501208183,0.06406057,0.071434964,0.076786769,0.076786769,0.055128962,0.116110902,0.14754157,0.146861408,0.104888221,0.071828742,0.035475845,0.009862357,0.036012816,0.043476704,0.098838354,0.104619735,0.00998765,0.032594104,0.39619467,0.034258712,0.272924162,0.089011795,0.242316848,0.001234063,0.080491865,0.002753834,0.001933093,92.47844007,2.762919737,3.70877589,0.032057134,0.055683832,0.033041579,0.120782545,0.000483273,0.000501172,0.000859153,0.001843598
1003,223234,0.69950366,0.076623633,0.005447199,0.006038507,0.000398685,0.035800998,0.016265443,0.012197963,0.399562791,0.416912298,0.049983425,0.051958931,0.053423762,0.051963411,0.042327782,0.093874589,0.105508122,0.120595429,0.109907093,0.079750396,0.042699589,0.014482561,0.036266877,0.046032414,0.070679198,0.108115251,0.008278309,0.023616474,0.466152109,0.138334662,0.237737083,0.090080364,0.218797316,0.000763487,0.075364864,0.002037115,0.001366279,136.0909085,3.050478273,4.364215753,0.025264969,0.043797092,0.02354928,0.092611341,0.000232939,0.000542032,0.000577869,0.001352841
1005,24686,0.533905858,0.521550676,0.004618002,0.004334441,0.001174755,0.056185692,0.036214859,0.010451268,0.590456129,0.521793729,0.068945961,0.066515434,0.064773556,0.070120716,0.07267277,0.154662562,0.146965892,0.16276432,0.146479786,0.090658673,0.049744795,0.017945394,0.049582759,0.063720327,0.065948311,0.107955926,0.010127198,0.054605849,0.479178482,0.08138216,0.26557563,0.132220692,0.334319047,0.001044,0.141173135,0.003464132,0.003726809,27.2927285,2.513849287,3.672965333,0.036295876,0.031070242,0.024264765,0.091630884,0.000283562,0.001134246,0.000810176,0.002227983
1007,22394,0.776145396,0.225372868,0.002857908,0.000982406,0.000580513,0.018129856,0.008261141,0.009064928,0.549298919,0.473966241,0.06153434,0.06274002,0.064302938,0.068902385,0.066580334,0.145083505,0.151022595,0.151201215,0.122130928,0.076940252,0.040367956,0.012458694,0.040100027,0.047021524,0.07988747,0.106412432,0.009600786,0.033401804,0.401044923,0.045905153,0.268420113,0.086719657,0.293203537,0.000746107,0.113199964,0.003250747,0.001741538,35.76287968,2.815792783,3.895963814,0.029650799,0.062338126,0.022327409,0.114316335,0.000446548,0.001652228,0.000625167,0.002723944
1009,57826,0.917718673,0.01316017,0.005309031,0.002023311,0.000657144,0.079998617,0.040587279,0.011828589,0.490471414,0.500812783,0.062532425,0.067097845,0.07062567,0.069743714,0.053730156,0.118925743,0.137049078,0.139816,0.125825753,0.087832463,0.044132397,0.013972953,0.037370733,0.045291046,0.099799398,0.126344551,0.009995504,0.022066199,0.41308408,0.039930135,0.300626016,0.072527929,0.250804137,0.000462592,0.126033272,0.002832364,0.00084737,88.87693466,2.679859116,3.575023184,0.028170719,0.059679037,0.024746654,0.11259641,0.000259399,0.001072182,0.000985716,0.002317297
1011,10101,0.248193248,0.758934759,0.002277002,0.001980002,0.004257004,0.076923077,0.056331056,0.008514009,0.585288585,0.495198495,0.073458073,0.056430056,0.066825067,0.071874072,0.07038907,0.153945154,0.134838135,0.168003168,0.139293139,0.082665083,0.042174042,0.020592021,0.055044055,0.066726067,0.047025047,0.06959707,0.00999901,0.068706069,0.444807445,0.074052074,0.255024255,0.115731116,0.297990298,0.001539825,0.18958519,0.002977211,0.005148005,16.16030718,2.697196262,4.231671554,0.06039006,0.034353034,0.025542026,0.12028512,0.001485001,0.001287001,0.001188001,0.003960004
1013,19448,0.586127108,0.467657343,0.00308515,0.009101193,0.000359934,0.009821061,0.00246812,0.008278486,0.505861785,0.571215549,0.0705471,0.069467297,0.075329083,0.071524064,0.060160428,0.12993624,0.122223365,0.153229124,0.145259153,0.09404566,0.059029206,0.026326615,0.054658577,0.075226244,0.076048951,0.113070753,0.00930687,0.05877211,0.512340601,0.075740436,0.306818182,0.129781983,0.333658988,0.001838981,0.148241464,0.004073966,0.002828054,25.00128555,2.290425156,3.388743684,0.047151378,0.037021802,0.025246812,0.109419992,0.002056767,0.000874126,0.000514192,0.003445084
1015,113605,0.782007834,0.214620835,0.004753312,0.007438053,0.000845033,0.034267858,0.016671801,0.017384798,0.503287707,0.54043396,0.063412702,0.066203072,0.067945953,0.07576251,0.079415519,0.130161525,0.128753136,0.149518067,0.132995907,0.083068527,0.050605167,0.015879583,0.050393909,0.065173188,0.078209586,0.116922671,0.010510101,0.04116016,0.469072664,0.052444875,0.286536684,0.130091105,0.293605035,0.000294889,0.13351525,0.003839848,0.002200607,185.516926,2.400223955,3.594071309,0.031415871,0.061335329,0.033387615,0.126138814,0.000387307,0.001179526,0.001170723,0.002737556
