STATE_FIPS,population,covid_cases,covid_deaths,POP13_SQMI,WHITE,BLACK,AMERI_ES,ASIAN,HAWN_PI,HISPANIC,OTHER,MULT_RACE,MALES,FEMALES,AGE_UNDER5,AGE_5_9,AGE_10_14,AGE_15_19,AGE_20_24,AGE_25_34,AGE_35_44,AGE_45_54,AGE_55_64,AGE_65_74,AGE_75_84,AGE_85_UP,HOUSEHOLDS,AVE_HH_SZ,HSEHLD_1_M,HSEHLD_1_F,MARHH_CHD,MARHH_NO_C,MHH_CHILD,FHH_CHILD,FAMILIES,AVE_FAM_SZ,HSE_UNITS,VACANT,OWNER_OCC,RENTER_OCC,Prevalence of obesity,Hypertension,Diabetes,CVD,HIV/AIDS,people_vaccinated
27,5639632,0.4752531725474286,0.01885849998723321,123.06666666666668,0.802190994022305,0.04865778476326115,0.010801413992969754,0.037987230372478205,0.00038229444758097693,0.044374881197922135,0.0182636030152322,0.02219027766350712,0.4667205236086326,0.4737530746687018,0.06303673714880688,0.06304241127789899,0.062476062267892665,0.06522216343194022,0.06306280267932375,0.12688522939085387,0.12076922749569476,0.14325367328932098,0.1115966431852291,0.06284576724155051,0.03936959007254374,0.01891329079627891,0.3700998575793598,2.4209195402298853,0.0468250410665093,0.056729233396789015,0.08139502719326368,0.10665075309878376,0.0095945976616914,0.024196436930636608,0.2392026642873152,2.948275862068965,0.4161975462228741,0.04609768864351433,0.27020539638047303,0.09989446119888673,0.20284727797842128,0.001060717598772401,0.0599718208563963,0.001530816177722234,5.993298853542217e-05,0.29587852540733156
28,2976149,0.7319435283650113,0.027952901551636024,62.1012195121951,0.5895820404153153,0.36906250325504536,0.005050150378895679,0.008649432538491856,0.00039883755820021113,0.027377997539773716,0.012822610695902658,0.011460111708116763,0.4842633886945849,0.512762297855383,0.07088220381439236,0.06910675507173868,0.06997230313401648,0.0754730357922268,0.07086137152407355,0.13011882133589414,0.12598394771229532,0.14010588851566236,0.1167028263705883,0.07206258826423005,0.04085111330111497,0.014904831713734763,0.3749032726520077,2.5685365853658526,0.04486300921089637,0.05385751855837863,0.07445796564620924,0.09577309469384764,0.010891591785223118,0.04724998647581153,0.2588129828177285,3.1132926829268293,0.4283115529498019,0.05340828029779423,0.26110016669192304,0.11380310596008468,0.2695315321914326,0.0019096737250050323,0.10718246969489767,0.0030620854859753324,0.0022334231249846693,0.2363977744393846
29,6137428,0.2998946790088617,0.012990946696238228,128.3539130434783,0.8079557104376621,0.11297745570294268,0.004460500392020892,0.01598112434068473,0.001020134166950716,0.034618736056862914,0.01310923728962686,0.02029987154228123,0.4779651997546855,0.4978388341174838,0.06358314916280891,0.06361997240537894,0.06467285644735872,0.06904944546803644,0.06733911990495041,0.1263504842745202,0.12197552460085885,0.14477921370319946,0.11784708513077465,0.07340045374055712,0.04464818161614279,0.018538547417582738,0.3870694694911289,2.4459130434782606,0.048612871711081584,0.06092421776679091,0.07818649766644921,0.1093397755541898,0.010862530688751051,0.031888276326826163,0.25289632725630345,2.9556521739130432,0.4419976902376696,0.05492822074654073,0.2661717579416003,0.12089771154952855,0.2384347319430876,0.0007313052738052488,0.08597396173120075,0.002472731562309164,0.0001937293602466701,0.24464792092062018
30,1068778,0.09944534786457056,0.0021323417959576265,7.423214285714287,0.8280119912647903,0.0037678545029931373,0.05852946074863068,0.0058506069548587255,0.0006250128651600238,0.026726785169604916,0.005590496810375962,0.02336874449137239,0.4647054860784934,0.4610386815596878,0.05840595521240145,0.05685465082552224,0.05719054845814566,0.06243017726787041,0.06281753554058933,0.11495745608536105,0.10567676355613607,0.14019001139619267,0.1299222102251356,0.07554609095621355,0.04302015947184542,0.01873260864276772,0.3832479710473081,2.3125,0.055693511655367164,0.058245023756102764,0.07226570906212515,0.116371220215985,0.011128597332654677,0.023895514316350074,0.2405429378224477,2.8789285714285717,0.4517542464384559,0.06850627539114765,0.2605012453474903,0.12274672569981793,0.18976344947220095,-0.0012818057024003107,0.05936031617417275,0.000958039796852106,-0.001508264578799339,0.29046537260310373
31,1934408,0.7514686663826866,0.0096567011716246,42.50215053763441,0.8130849334783562,0.04284773429390284,0.009525911803507843,0.016693996302744818,0.0006611841969222626,0.08654068841733492,0.04089571589861085,0.020424853495229548,0.468513364295433,0.4756209651738413,0.06819037142112729,0.06664984842908013,0.0634333604906514,0.06665088233712846,0.06682974842949367,0.12674471983159705,0.11416309279117952,0.13374944685919413,0.11020219105793608,0.0636504811808057,0.043549757858735084,0.02032042878234581,0.3727910554546921,2.363548387096774,0.049025851836841036,0.057883859041112325,0.08237042030429982,0.10696812668268536,0.009662904619914724,0.025724666151091185,0.24152402181959545,2.9067741935483857,0.4119053477859893,0.03911429233129722,0.25058312413927153,0.12220793131542053,0.23024873759827294,-0.00012038323042501893,0.06735445676403322,0.001228095635977518,-0.0015456925322889484,0.28624881617528464
32,3080156,0.5026271396643547,0.014844378012022768,46.9470588235294,0.5800641266221581,0.07097887249866565,0.010409213039859021,0.06345003305027408,0.005477319979897122,0.2326184128336357,0.10544693190864357,0.04093136841121034,0.4427100445561848,0.4340478209545231,0.060866397675961866,0.059437573941060126,0.05946874119362785,0.059282711654864234,0.05762987329213196,0.12573583935359114,0.12435831172187382,0.12224283445383935,0.10242955226943053,0.064211358126017,0.0312941941901644,0.0098004776381456,0.3266879989195353,2.4599999999999995,0.043543573767042966,0.04035120299101734,0.06895916960050075,0.08119848475207099,0.012724355519655495,0.027084991799116668,0.21317783904451595,2.9970588235294118,0.3810891396409792,0.05440114072144398,0.19202923488290846,0.13465876403662672,0.1835618066097951,0.0008011213678787697,0.07266060550179926,0.0022026079594669877,0.0002113529314748993,0.2639314372388931
33,1359711,0.3512842067174569,0.01962622939727633,178.61,0.9090534679795929,0.01105749677688862,0.002316668762700309,0.020891939537151644,0.0002824129539291805,0.026993971513064173,0.00887100273514004,0.015725400471129528,0.4775970776142872,0.4906013116022449,0.05133885068224056,0.05718568136905563,0.06223381292053973,0.0688528665282549,0.06217938959087629,0.10625199031264733,0.1317765319247987,0.16618310802810304,0.1310888857999972,0.07116365168774835,0.041733132996644134,0.018210487375626142,0.3816789008840849,2.389,0.04479334211461112,0.0530634818722508,0.08189607938745808,0.11714253984854135,0.01043898298976768,0.023994804778368344,0.2531398216238598,2.873,0.4521210757285923,0.0704421748445074,0.2708781498421356,0.11080075104194936,0.21315191242844986,0.0008601541099542478,0.07065251365915258,0.0018530545638006906,0.000756778462482101,0.2969520729037273
34,8882190,1.8628060196865863,0.13862515888536495,2179.304761904762,0.6788019621287092,0.13564515057660329,0.0032678877619145732,0.08170575049621771,0.0003425956886758784,0.17508564892216896,0.06301621559547814,0.02705447642979941,0.4818181101732794,0.5080159285041189,0.060910653791463584,0.06358229220496296,0.06612502096892771,0.06733688425939999,0.060935197288056214,0.12494677551369653,0.13941347798234446,0.15527657030529632,0.11778232620558668,0.06883820319087973,0.044465160056247385,0.020221476910536704,0.3618882280158384,2.6585714285714284,0.037672015572736,0.05365917639681205,0.08856655847262894,0.09645278923328593,0.00856230276542159,0.028536543352484012,0.250682095294066,3.19,0.4000772332048741,0.038189005189035584,0.23670569983303666,0.12518252818280176,0.201254758117086,0.0010277331390118878,0.07250227702852563,0.002078285544218261,0.0004104843512692253,0.31240797596088354
35,2096829,0.4380266583493456,0.01806585086337513,36.333333333333336,0.6714310036726886,0.02029254650713053,0.0921496221198772,0.013452694521107823,0.0008632082062962692,0.4546880074626972,0.14712835429117013,0.03672688616954459,0.4852188709713573,0.4968254445164579,0.06914297732433118,0.06834510587177113,0.06757394141343906,0.0714703011070526,0.06789776371845296,0.12745197629372734,0.11852325583058992,0.13926219066981618,0.1225355048027283,0.07334599054095492,0.041237506730401004,0.015257801184550576,0.37742467316123535,2.458787878787879,0.05060355422402113,0.054959178836233184,0.07477719928520637,0.0961256258855634,0.015078959705345547,0.035859385767747394,0.2473725802151725,3.0209090909090914,0.4298815020204318,0.05245682885919643,0.25854373437223543,0.11888093878899995,0.19522049723654147,0.0008793839378413784,0.06551464139421956,0.001891273683738636,0.0006929511180930824,0.36135517011639956
36,19453561,2.0665165107817534,0.15475053641849942,3058.5258064516124,0.654943020457797,0.15800706102085885,0.005495446309290109,0.07300689061503958,0.00045061158725644113,0.17564506570288085,0.07410278251884064,0.03011525756132772,0.48202727510916904,0.5140937949612413,0.059414417751073964,0.059832490308586686,0.06227425405559425,0.07023279696709513,0.07252836640037266,0.1367018100182275,0.13416654153961838,0.14797758621159385,0.11841883344648314,0.06994102519327952,0.04454027722739297,0.020092670951092198,0.3761653200665935,2.4641935483870974,0.04671638267153248,0.06280958021001913,0.07452764046644211,0.08960184718880003,0.00939144252304244,0.03381206145239938,0.23902004368249086,3.006290322580645,0.4167927404139529,0.040627420347359534,0.20036624657048646,0.17579907349610696,0.1988185607766105,0.0011511513826697331,0.07620239811107077,0.002220029143764476,0.0004365781668456485,0.2906480720933304
37,10488084,0.4441693068057044,0.00970873230992429,197.02599999999998,0.6225112232129338,0.19532909919485766,0.011642736652376164,0.01992375347108204,0.0006296669630029661,0.07628848128981422,0.039476228451259546,0.01966031164510124,0.44293047233412697,0.4662425472564865,0.06026267524173148,0.06063500254193235,0.06017343110524286,0.06288956114386575,0.06307853750980638,0.11885802974118055,0.12653893694978033,0.1304953316544757,0.10857664755545436,0.0665104322200318,0.03709457323186961,0.014059860695242336,0.3570866709305532,2.4489,0.04151072779356077,0.05491756168238164,0.07483616645328164,0.09793409358658836,0.009549217950580868,0.03302357227497415,0.23828699312476906,2.9498999999999986,0.412613781506708,0.055527110576154816,0.2381655219389929,0.11892114899156032,0.2271660867704721,0.0010434093148948844,0.08079054286750564,0.0020423325113528828,0.001184296388167753,0.27717216986439086
