STATE_FIPS,population,covid_cases,covid_deaths,POP13_SQMI,WHITE,BLACK,AMERI_ES,ASIAN,HAWN_PI,HISPANIC,OTHER,MULT_RACE,MALES,FEMALES,AGE_UNDER5,AGE_5_9,AGE_10_14,AGE_15_19,AGE_20_24,AGE_25_34,AGE_35_44,AGE_45_54,AGE_55_64,AGE_65_74,AGE_75_84,AGE_85_UP,HOUSEHOLDS,AVE_HH_SZ,HSEHLD_1_M,HSEHLD_1_F,MARHH_CHD,MARHH_NO_C,MHH_CHILD,FHH_CHILD,FAMILIES,AVE_FAM_SZ,HSE_UNITS,VACANT,OWNER_OCC,RENTER_OCC,Prevalence of obesity,Hypertension,Diabetes,CVD,HIV/AIDS
13,10617423,0.6101701891315812,0.021266742410093298,193.32515723270444,0.5450889542594282,0.277886168800094,0.0030281359233780172,0.02961801559568645,0.0006403625437170583,0.08040453884148724,0.03662583660837474,0.019542312668526064,0.44541608637048746,0.46701370002871695,0.06468471680934253,0.06547360880319075,0.06495775858228499,0.06687112305876859,0.06405320763804927,0.12578946887582795,0.1316270435867536,0.1310348094824893,0.10073602605830059,0.057116401974377395,0.029365223557543105,0.010720397972276323,0.33770755860438073,2.5956603773584908,0.037677786784985394,0.047980851850773956,0.0770016415471061,0.08448509586554101,0.009253940433568485,0.03640252441670639,0.23148837528654553,3.087044025157233,0.3851029576574278,0.04739539905304705,0.22174891214186343,0.11595864646251731,0.22650901259185022,0.000927589935994826,0.0834644150468527,0.0022528790050090307,0.0010851974156064047
15,1415872,0.06591697554581205,0.001324978529132577,381.88,0.23773264814898523,0.01513131130497672,0.0029409438141300907,0.3708513198933237,0.095645651584324,0.08534811056366677,0.011996140894092122,0.22645337996655066,0.4811473071012069,0.4796040885051756,0.06173368779098676,0.05887608484382769,0.05758924535551236,0.06073571622293541,0.0676819656014103,0.1308967194774669,0.12456846381593817,0.13685206007322695,0.12399567192514578,0.07099723703837635,0.0454680931609637,0.021356450300592144,0.32159545495638026,2.5140000000000002,0.03634862473443927,0.038640498576142476,0.07507034534195181,0.0874273945667405,0.010026330063734575,0.023140509876599016,0.2217057756633368,3.074,0.3669173484608778,0.045321893504497585,0.1855266577769742,0.13606879717940604,0.18242609501423857,-0.000349607874158116,0.07951001220449307,-0.000349607874158116,0.0002712109569226597
16,1787065,0.328012691200376,0.005140271898336098,35.42272727272727,0.7814416375453607,0.005489447781697924,0.011997884799937327,0.010670568781773467,0.0012965392976752384,0.09843010746671219,0.0444992207893949,0.02178712022226388,0.43944904074558006,0.43773337847252336,0.06814077831528233,0.06781790253851987,0.06544529717721516,0.06455221270630895,0.06055123904278804,0.11693195267099965,0.10721993883826274,0.11669245382792456,0.10089896002663586,0.061292678218195756,0.03351416988190133,0.014124835974069215,0.3242232375431224,2.624772727272728,0.03602890773418986,0.04107237285717084,0.08213299460288238,0.0971497958943855,0.010023138498040082,0.021770332920179176,0.2255900037211853,3.108636363636364,0.37368310609854705,0.049459868555424676,0.22657429920008507,0.09764893834303733,0.19619767607781474,0.00029962438075839445,0.05952105827152342,0.0017087510734080742,-0.0008281735695120211
17,12671821,0.949562576680968,0.04331366423184166,193.80686274509804,0.7242745142943544,0.14728853887693016,0.0034693514057687527,0.046318046948422016,0.00031960678737491635,0.16000683721779213,0.06797854862375345,0.022884003806556294,0.4965565722558739,0.5159760384872861,0.06593977298132604,0.06782016570467654,0.06940186418352974,0.07276712636644725,0.06936366919955703,0.14015010155209737,0.1361990514228381,0.147640895495604,0.11625850775512059,0.06704127212655545,0.041412043304588975,0.018538140650818852,0.3817108843314627,2.434411764705882,0.04698622242217594,0.05925833390481131,0.08511894225778599,0.0989899557451135,0.009838128237449062,0.03139201540173271,0.2511859976557434,2.9526470588235294,0.41799162093593334,0.03628073660447066,0.25755090763987276,0.12415997669158994,0.22455541314859168,0.0009404805017368854,0.07509165415136466,0.002258108352935225,0.00039883770454143884
18,6732219,0.5723020894002409,0.03000050949025871,177.74347826086958,0.8121996625481138,0.08784577566475482,0.0027423350309905246,0.015221429962394272,0.0003487705910933676,0.05788685721602342,0.025743963468805753,0.018998342151376833,0.4738017286722253,0.48929855074530404,0.06447725482489503,0.06607345958293989,0.067165224423032,0.07063272897093811,0.0671436862050982,0.12289335804435358,0.12489641231219602,0.14063238287405683,0.1142480659051644,0.06718958489021228,0.04062568374558225,0.01712243763906076,0.3716685390062326,2.5291304347826085,0.04508364923957465,0.05472296727126672,0.07906932320532056,0.10530777444999932,0.011214281650671197,0.03133142281913289,0.24867372852843914,3.012717391304348,0.4152480779368586,0.043579538930625994,0.25964321719183525,0.1120253218143973,0.24174985989017886,0.0012667756476727808,0.08590896998448802,0.002317370697536726,0.0007948345114738543
19,3155070,0.7164956720453112,0.01697902106767837,53.37373737373736,0.8816162557407601,0.028255474521959895,0.0035130757796182016,0.016828152782664092,0.0006348512077386556,0.04803189786597445,0.017791047425255224,0.016903903875349832,0.4780619764379237,0.4874807848954223,0.06406292094945595,0.06359478553566165,0.06367655868174081,0.06872652587739733,0.06762132060461416,0.12125975017986923,0.11554355370879252,0.1393712342356905,0.11814317907368141,0.07120475932388187,0.048675306728535345,0.023662866434025237,0.38717873137521513,2.3858585858585846,0.049526634908258774,0.06060689620198601,0.08087015502033236,0.11727853898645672,0.010439704982773758,0.02526663433774845,0.2504014174011987,2.921010101010101,0.42357760683598145,0.036398875460766325,0.27911742053266647,0.10806131084254866,0.24323358911212747,0.0011503254827943594,0.07082822251170338,0.002027758404409411,-0.00016132764090812565
20,2913314,0.41927989911145863,0.00818826944160499,49.23047619047618,0.8207299316173952,0.05761960434062377,0.009662535517970257,0.023259422087698066,0.0007681973175565696,0.10298992830844873,0.03780128060346396,0.02949664883359638,0.485841210387895,0.49349640993040916,0.07053547952606551,0.06949027808193693,0.06826727225420946,0.0699619059256915,0.07017918425545616,0.129653034310754,0.118996098601112,0.13945081100080528,0.11370109778760545,0.06535134901352892,0.04339010487712619,0.020361004684012775,0.3817288490015151,2.401523809523808,0.04823681896287184,0.057943977202594706,0.08585343014862112,0.10921960351681968,0.011034512586010296,0.028046753628342157,0.2519821069750806,2.947333333333334,0.42330315235501564,0.041574303353500514,0.25865114436686193,0.12307770463465319,0.24092871554525191,-0.0006676002267520771,0.07294304699047202,0.0019842107284007145,-0.0002646470651635903
21,4467673,0.2862311095731492,0.010654539846582326,115.7725,0.8526893082819624,0.07554715844243748,0.002265161304330017,0.01095201014040195,0.0005597992511985546,0.029732704251184006,0.01243398968545818,0.016833819305933983,0.4778666657116579,0.49341458070006466,0.06320225316400731,0.06331886868174999,0.06360223767495965,0.06643167483385647,0.06490358627410735,0.1267362226376013,0.1290743525768336,0.14394450981528864,0.12064289396291984,0.07281508740679991,0.04111872108813693,0.015490838295461641,0.38498005561284365,2.474583333333333,0.047274050719468504,0.058697671024714654,0.08011463685905391,0.10976586692893593,0.010899186220656705,0.03235666531547855,0.25738342980786644,2.957916666666665,0.43135744267765347,0.0463773870648098,0.264404086870279,0.12057596874256464,0.25071351461935554,0.001239606509026063,0.09336403984803722,0.002529578337537236,-0.001794222629991049
22,4648794,1.179691119890449,0.06205910608213657,126.32500000000003,0.6100919937514977,0.31242425454859907,0.0065778350256001875,0.015086063181117512,0.00042226005282230186,0.041421495553470425,0.014891389035521901,0.015677829561817538,0.4773909104167662,0.49778071474021,0.06760032817113427,0.06590139292040043,0.06600335484859084,0.07029328466694804,0.07277349781470205,0.13518194181114498,0.12145063859573042,0.14076231383881496,0.11520450250107878,0.06711288992370924,0.0387577939568843,0.01412968610783786,0.3717867472725184,2.5717187499999987,0.04652798123556346,0.05335469801415163,0.07259904396710201,0.09264768453925899,0.011756812627102858,0.04286531087417511,0.24955246457468325,3.0884374999999995,0.42268618484708076,0.05089943757456235,0.250021618510091,0.12176512876242741,0.26327236698378115,0.0012806922558839993,0.09484954592524426,0.002741030935119948,0.0016942028405646712
23,1344212,0.193961964333007,0.006872427861081437,85.80625000000002,0.9410502212448631,0.01168491279649341,0.006373994578236171,0.010095877733571788,0.0002544241533329564,0.012598459171618762,0.0031698868928413076,0.015578643844869709,0.48359633748248043,0.5046116237617281,0.05171803257224307,0.05513713610650701,0.058780162652914865,0.06569648240009761,0.05925107051566271,0.10759017178837862,0.12749179444908987,0.16260455939985657,0.14290974935501247,0.08380448917283881,0.051549160400294,0.02167515243131292,0.41453208273694925,2.29625,0.0516376881027695,0.06704374012432562,0.0733969046549205,0.12752973489300795,0.011969094160742502,0.027522444376333496,0.26083757621565645,2.795625,0.5369911888898478,0.1224591061528985,0.2956505372664431,0.11888154547050614,0.23183768631733684,0.0006954205170017826,0.07902399323916168,0.001963993629725073,0.0011553237138189512
24,6045680,0.9062085654550026,0.04047948287041325,804.4583333333334,0.5556503155972529,0.28124181233541967,0.0033776183985920524,0.05274063463497903,0.0005221910521231689,0.0778459991266491,0.034211536171282635,0.02724391631710577,0.46177799685064375,0.4932100276561115,0.060288999748580804,0.06068266927789761,0.06269418824681425,0.06719525347024652,0.06512054888780087,0.126047359436821,0.13159346839396063,0.14923118656627543,0.11508515171163541,0.06390629341943338,0.036912142223868946,0.01623076312342036,0.35668626192587105,2.5675000000000003,0.03873129242698919,0.054393550436013814,0.07796062643077371,0.09186956636805124,0.009393980495163488,0.033069398314168136,0.2393447883447354,3.055833333333334,0.39347335618160406,0.03678709425573302,0.24079590716015403,0.115890354765717,0.23174299665215492,0.001124567090054386,0.0802971708724246,0.0021513855675457517,0.0005430323801458232
25,6892503,1.4305618728058587,0.09805276834845049,1538.0499999999997,0.7639076834641929,0.063024709601142,0.0027348555379663963,0.05074615128930666,0.00032252434275327843,0.09106329007038517,0.04427288606185591,0.024955085257126475,0.45943077572835295,0.4905331198259906,0.0532588814252239,0.05595746566958332,0.05884843285523416,0.06713903497756911,0.06901237474978249,0.12261742940119141,0.1287121674085597,0.14688930857193677,0.11655693149498811,0.06622557871937089,0.0436800680391434,0.02106622224176036,0.3695428206560084,2.4107142857142856,0.04459686125635346,0.061643643825762574,0.07645524419793506,0.09455520004851649,0.007614069953977532,0.02855871081956729,0.23265727994605154,2.999285714285715,0.40743602142791957,0.03789320077191116,0.23027309527467743,0.13926972538133098,0.18783858345799778,0.0006550973353221609,0.06797312964535525,0.0017045294159465727,0.00022894440524726648
26,9986857,0.6246030157435918,0.055955141842924154,184.27710843373495,0.7813389137343211,0.1402204917923627,0.006208860305098991,0.023851247694845337,0.0002607426941228857,0.04369322600694092,0.014722249452455363,0.023062210663475004,0.4854494261808295,0.5042152901558519,0.05970707300605185,0.0638623342659257,0.0676104604281407,0.07405723342188639,0.06699525185951896,0.1165681054610074,0.12796558516858708,0.15120202482122252,0.12536446651834507,0.07256627385372595,0.04455255542359323,0.019213352108676432,0.3877604335377987,2.400120481927711,0.048372876471546554,0.05973701235533862,0.07746481200241477,0.10849229141861148,0.010467657642439458,0.03288081525549029,0.25574342358161334,2.899156626506025,0.45381975530439655,0.06605932176659784,0.27970181209163203,0.1080586214461667,0.2397810442264268,0.001127031073740217,0.08055567432276241,0.0025034321564832655,0.0004326686564151264
27,5639632,0.4752531725474286,0.01885849998723321,123.06666666666668,0.802190994022305,0.04865778476326115,0.010801413992969754,0.037987230372478205,0.00038229444758097693,0.044374881197922135,0.0182636030152322,0.022190277663507122,0.46672052360863264,0.4737530746687018,0.06303673714880688,0.06304241127789899,0.06247606226789266,0.06522216343194023,0.06306280267932375,0.12688522939085387,0.12076922749569476,0.143253673289321,0.1115966431852291,0.06284576724155051,0.03936959007254374,0.018913290796278907,0.3700998575793598,2.4209195402298853,0.0468250410665093,0.05672923339678901,0.08139502719326368,0.10665075309878375,0.009594597661691401,0.024196436930636608,0.2392026642873152,2.948275862068965,0.41619754622287414,0.04609768864351433,0.27020539638047303,0.09989446119888673,0.20284727797842128,0.0010607175987724013,0.0599718208563963,0.001530816177722234,5.993298853542217e-05
28,2976149,0.7319435283650113,0.027952901551636024,62.1012195121951,0.5895820404153153,0.36906250325504536,0.00505015037889568,0.008649432538491856,0.0003988375582002111,0.027377997539773713,0.012822610695902658,0.011460111708116765,0.48426338869458485,0.512762297855383,0.07088220381439236,0.06910675507173868,0.06997230313401648,0.0754730357922268,0.07086137152407355,0.13011882133589414,0.12598394771229532,0.14010588851566236,0.1167028263705883,0.07206258826423005,0.04085111330111497,0.014904831713734763,0.3749032726520077,2.5685365853658526,0.044863009210896365,0.05385751855837863,0.07445796564620924,0.09577309469384765,0.010891591785223118,0.04724998647581153,0.2588129828177285,3.1132926829268293,0.4283115529498019,0.05340828029779423,0.26110016669192304,0.11380310596008467,0.2695315321914326,0.0019096737250050325,0.10718246969489767,0.0030620854859753324,0.0022334231249846698
29,6137428,0.2998946790088617,0.012990946696238228,128.3539130434783,0.8079557104376621,0.11297745570294267,0.004460500392020892,0.01598112434068473,0.001020134166950716,0.03461873605686291,0.01310923728962686,0.02029987154228123,0.4779651997546855,0.49783883411748375,0.06358314916280891,0.06361997240537894,0.06467285644735873,0.06904944546803644,0.06733911990495041,0.1263504842745202,0.12197552460085886,0.14477921370319946,0.11784708513077465,0.07340045374055712,0.044648181616142785,0.018538547417582738,0.38706946949112886,2.445913043478261,0.04861287171108158,0.06092421776679091,0.07818649766644921,0.1093397755541898,0.010862530688751053,0.03188827632682616,0.25289632725630345,2.955652173913043,0.4419976902376696,0.05492822074654073,0.2661717579416003,0.12089771154952857,0.23843473194308756,0.0007313052738052489,0.08597396173120075,0.0024727315623091634,0.0001937293602466701
30,1068778,0.09944534786457057,0.0021323417959576265,7.423214285714286,0.8280119912647903,0.0037678545029931378,0.05852946074863068,0.005850606954858726,0.0006250128651600239,0.026726785169604913,0.005590496810375962,0.02336874449137239,0.4647054860784934,0.4610386815596878,0.05840595521240145,0.056854650825522234,0.05719054845814566,0.06243017726787041,0.06281753554058934,0.11495745608536104,0.10567676355613607,0.14019001139619267,0.12992221022513561,0.07554609095621355,0.04302015947184542,0.018732608642767722,0.38324797104730823,2.3125,0.05569351165536716,0.058245023756102764,0.07226570906212515,0.11637122021598499,0.011128597332654677,0.023895514316350074,0.2405429378224477,2.8789285714285713,0.4517542464384559,0.06850627539114765,0.2605012453474903,0.12274672569981793,0.18976344947220097,-0.0012818057024003109,0.05936031617417275,0.000958039796852106,-0.001508264578799339
31,1934408,0.7514686663826866,0.0096567011716246,42.50215053763441,0.8130849334783562,0.04284773429390284,0.009525911803507843,0.016693996302744818,0.0006611841969222626,0.08654068841733492,0.040895715898610845,0.020424853495229548,0.468513364295433,0.4756209651738413,0.06819037142112729,0.06664984842908012,0.0634333604906514,0.06665088233712846,0.06682974842949367,0.12674471983159705,0.11416309279117952,0.13374944685919413,0.11020219105793608,0.0636504811808057,0.04354975785873508,0.020320428782345815,0.3727910554546921,2.363548387096774,0.049025851836841036,0.05788385904111232,0.08237042030429982,0.10696812668268535,0.009662904619914724,0.025724666151091185,0.24152402181959545,2.9067741935483857,0.4119053477859893,0.03911429233129722,0.25058312413927153,0.12220793131542053,0.23024873759827297,-0.00012038323042501893,0.06735445676403323,0.001228095635977518,-0.0015456925322889484
32,3080156,0.5026271396643547,0.014844378012022768,46.94705882352941,0.5800641266221581,0.07097887249866565,0.01040921303985902,0.06345003305027408,0.005477319979897122,0.2326184128336357,0.10544693190864358,0.04093136841121034,0.4427100445561848,0.4340478209545231,0.060866397675961866,0.059437573941060126,0.059468741193627855,0.059282711654864234,0.057629873292131956,0.12573583935359117,0.12435831172187382,0.12224283445383935,0.10242955226943051,0.064211358126017,0.031294194190164396,0.0098004776381456,0.32668799891953526,2.4599999999999995,0.043543573767042966,0.04035120299101734,0.06895916960050075,0.08119848475207099,0.012724355519655497,0.027084991799116668,0.21317783904451593,2.9970588235294113,0.38108913964097924,0.05440114072144398,0.19202923488290852,0.13465876403662672,0.1835618066097951,0.0008011213678787697,0.07266060550179926,0.002202607959466988,0.00021135293147489932
33,1359711,0.35128420671745686,0.019626229397276332,178.60999999999999,0.9090534679795927,0.011057496776888618,0.002316668762700309,0.020891939537151644,0.00028241295392918055,0.026993971513064173,0.00887100273514004,0.015725400471129528,0.47759707761428716,0.4906013116022449,0.05133885068224056,0.05718568136905563,0.062233812920539734,0.0688528665282549,0.062179389590876294,0.10625199031264732,0.1317765319247987,0.16618310802810304,0.1310888857999972,0.07116365168774835,0.04173313299664414,0.018210487375626146,0.3816789008840849,2.3890000000000002,0.04479334211461112,0.053063481872250795,0.08189607938745808,0.11714253984854134,0.010438982989767679,0.023994804778368344,0.2531398216238598,2.873,0.45212107572859234,0.0704421748445074,0.2708781498421356,0.11080075104194935,0.21315191242844986,0.0008601541099542477,0.07065251365915257,0.0018530545638006902,0.000756778462482101
34,8882190,1.8628060196865863,0.13862515888536497,2179.304761904762,0.6788019621287092,0.13564515057660329,0.003267887761914573,0.08170575049621771,0.0003425956886758784,0.17508564892216896,0.06301621559547814,0.02705447642979941,0.48181811017327936,0.5080159285041189,0.06091065379146359,0.06358229220496296,0.06612502096892771,0.06733688425939999,0.060935197288056214,0.12494677551369651,0.13941347798234444,0.15527657030529632,0.11778232620558668,0.06883820319087973,0.04446516005624739,0.020221476910536704,0.3618882280158384,2.6585714285714284,0.037672015572736,0.053659176396812044,0.08856655847262894,0.09645278923328593,0.008562302765421591,0.028536543352484015,0.250682095294066,3.19,0.40007723320487404,0.038189005189035584,0.23670569983303666,0.12518252818280176,0.20125475811708599,0.0010277331390118878,0.07250227702852562,0.0020782855442182616,0.00041048435126922526
35,2096829,0.4380266583493456,0.018065850863375126,36.333333333333336,0.6714310036726886,0.02029254650713053,0.0921496221198772,0.013452694521107825,0.0008632082062962693,0.4546880074626972,0.14712835429117013,0.03672688616954459,0.48521887097135724,0.49682544451645794,0.06914297732433117,0.06834510587177113,0.06757394141343906,0.0714703011070526,0.06789776371845296,0.12745197629372734,0.11852325583058991,0.13926219066981618,0.1225355048027283,0.07334599054095493,0.041237506730401004,0.015257801184550576,0.37742467316123535,2.458787878787879,0.05060355422402113,0.05495917883623319,0.07477719928520637,0.09612562588556339,0.015078959705345549,0.035859385767747394,0.24737258021517253,3.0209090909090914,0.4298815020204318,0.05245682885919643,0.25854373437223543,0.11888093878899997,0.19522049723654147,0.0008793839378413784,0.06551464139421956,0.0018912736837386362,0.0006929511180930824
36,19453561,2.0665165107817534,0.15475053641849942,3058.5258064516124,0.654943020457797,0.15800706102085885,0.0054954463092901085,0.07300689061503958,0.00045061158725644113,0.17564506570288083,0.07410278251884064,0.030115257561327716,0.482027275109169,0.5140937949612413,0.05941441775107396,0.05983249030858669,0.062274254055594246,0.07023279696709513,0.07252836640037266,0.1367018100182275,0.13416654153961838,0.14797758621159385,0.11841883344648314,0.06994102519327952,0.04454027722739297,0.020092670951092195,0.3761653200665935,2.4641935483870974,0.046716382671532476,0.06280958021001913,0.07452764046644211,0.08960184718880003,0.009391442523042439,0.033812061452399386,0.23902004368249083,3.006290322580645,0.416792740413953,0.04062742034735954,0.20036624657048652,0.17579907349610696,0.1988185607766105,0.0011511513826697331,0.07620239811107077,0.002220029143764476,0.0004365781668456485
