FIPS,STATE_FIPS,population,covid_cases,covid_deaths
21097,21,18886,5021,0
21099,21,19035,2886,0
21101,21,45210,13580,269
21103,21,16126,2728,94
21105,21,4380,591,0
21107,21,44686,25600,2975
21109,21,13329,8294,1215
21111,21,766757,316779,16604
21113,21,54115,9363,0
21115,21,22188,777,0
21117,21,166998,66016,3300
21119,21,14806,893,0
21121,21,31145,4056,140
21123,21,14398,1325,49
21125,21,60813,8189,261
21127,21,15317,649,0
21129,21,7403,81,0
21131,21,9877,784,0
21133,21,21553,951,0
21135,21,13275,1318,0
21137,21,24549,2383,106
21139,21,9194,1052,2
21141,21,27102,15494,729
21143,21,8210,1896,326
21145,21,65418,13247,267
21147,21,17231,1602,0
21149,21,9207,2327,115
21151,21,92987,10434,107
21153,21,12161,361,0
21155,21,19273,4048,0
21157,21,31100,5122,166
21159,21,11195,665,0
21161,21,17070,2048,22
21163,21,28572,2576,191
21165,21,6489,951,0
21167,21,21933,1920,0
21169,21,10071,812,115
21171,21,10650,2769,55
21173,21,28157,3943,0
21175,21,13309,719,0
21177,21,30622,44644,714
21179,21,46233,6450,83
21181,21,7269,573,0
21183,21,23994,15413,34
21185,21,66799,13022,422
21187,21,10901,613,0
21189,21,4415,266,0
21191,21,14590,1393,0
21193,21,25758,4538,62
21195,21,57876,6200,228
21197,21,12359,700,0
21199,21,64979,8438,227
21201,21,2108,40,0
21203,21,16695,2029,0
21205,21,24460,1619,0
21207,21,17923,3826,401
21209,21,57004,7432,0
21211,21,49024,27624,885
21213,21,18572,6267,298
21215,21,19351,3078,0
21217,21,25769,2770,60
21219,21,12294,2115,0
21221,21,14651,1831,0
21223,21,8471,751,0
21225,21,14381,2081,0
21227,21,132896,115390,852
21229,21,12095,1680,0
21231,21,20333,1537,0
21233,21,12942,3921,7
21235,21,36264,2801,6
21237,21,7157,205,0
21239,21,26734,5069,0
0,22,0,8168,55
22001,22,62045,71309,2896
22003,22,25627,28971,1182
22005,22,126604,114493,5754
22007,22,21891,31564,1238
22009,22,40144,26601,1163
22011,22,37497,17946,610
22013,22,13241,17754,2307
22015,22,127039,73533,2983
22017,22,240204,309082,19831
22019,22,203436,150960,5352
22021,22,9918,8167,55
22023,22,6973,3788,0
22025,22,9494,13738,307
22027,22,15670,10130,981
22029,22,19259,10040,532
22031,22,27463,32478,1791
22033,22,440059,468499,24007
22035,22,6861,22874,34
22037,22,19135,25028,2766
22039,22,33395,17663,104
22041,22,20015,38164,1058
22043,22,22389,6912,112
22045,22,69830,69304,3877
22047,22,32511,67330,4158
22049,22,15744,15005,1183
22051,22,432493,944876,47773
22053,22,31368,27206,921
22055,22,244390,184541,3700
22057,22,97614,115228,7480
22059,22,14892,7712,17
22061,22,46742,25291,1513
22063,22,140789,79043,3060
22065,22,10951,21423,184
22067,22,24874,17360,683
22069,22,38158,23253,1142
22071,22,390144,859036,54877
22073,22,153279,187828,5556
22075,22,23197,26260,1839
22077,22,21730,25140,2326
22079,22,129648,115233,4315
22081,22,8442,6189,731
22083,22,20122,17575,282
22085,22,23884,10246,82
22087,22,47244,65843,2271
22089,22,53100,78919,4839
22091,22,10132,7979,104
22093,22,21096,37773,2738
22095,22,42837,101079,8710
22097,22,82124,57919,5490
22099,22,53431,56734,2541
22101,22,49348,48113,3217
22103,22,260419,228793,16285
22105,22,134758,123438,3825
22107,22,4334,1882,0
22109,22,110461,100492,5391
22111,22,22108,33671,1905
22113,22,59511,24014,494
22115,22,47429,12476,552
22117,22,46194,57263,3950
22119,22,38340,29963,844
22121,22,26465,24441,2942
22123,22,10830,8697,209
22125,22,15568,22057,1064
22127,22,13904,17822,367
0,23,0,483,0
23001,23,108277,32319,310
23003,23,67055,1445,68
23005,23,295003,133548,5124
23007,23,30199,3694,95
23009,23,54987,1391,82
23011,23,122302,13974,894
23013,23,39772,2315,56
23015,23,34634,2322,2
23017,23,57975,3335,0
23019,23,152148,10725,185
23021,23,16785,173,0
23023,23,35856,3195,0
23025,23,50484,2549,5
23027,23,39715,5718,1386
23029,23,31379,233,0
23031,23,207641,43790,1031
0,24,0,12,4854
24001,24,70416,18052,1453
24003,24,579234,412325,16664
24005,24,827370,661507,34939
24009,24,92525,34851,1906
24011,24,33406,24872,144
24013,24,168447,94132,9114
24015,24,102855,40037,2234
24017,24,163257,117483,7283
24019,24,31929,15563,356
24021,24,259547,201221,9776
24023,24,29014,1409,0
24025,24,255441,94432,4517
24027,24,325690,208914,6384
24029,24,19422,16462,1707
24031,24,1050688,1169005,57506
24033,24,909327,1511651,53743
24035,24,50381,18351,1376
24037,24,113510,50003,3055
24039,24,25616,7265,194
24041,24,37181,11999,283
24043,24,151049,52246,1776
24045,24,103609,89431,2877
24047,24,52276,23196,1137
24510,24,593490,604240,26302
0,25,0,46454,858
25001,25,212990,142781,11429
25003,25,124944,61698,4418
25005,25,565217,701107,43823
25007,25,17332,4021,0
25009,25,789034,1438294,91181
25011,25,70180,35749,5183
25013,25,466372,611387,58447
25015,25,160830,87480,8760
25017,25,1611699,2191637,157234
25019,25,11399,1753,114
25021,25,706775,861102,81156
25023,25,521202,792035,54770
25025,25,803907,1860773,86754
25027,25,830622,1070335,72560
0,26,0,362777,6672
26001,26,10405,1556,64
26003,26,9108,158,0
26005,26,118081,25839,495
26007,26,28405,10188,933
26009,26,23324,1756,0
26011,26,14883,3393,143
26013,26,8209,218,0
26015,26,61550,8724,174
26017,26,103126,33096,2178
26019,26,17766,837,14
26021,26,153401,72650,4615
26023,26,43517,17700,225
26025,26,134159,44713,2624
26027,26,51787,11426,406
26029,26,26143,2394,153
26031,26,25276,2563,157
26033,26,37349,738,0
26035,26,30950,2395,230
26037,26,79595,20993,1127
26039,26,14029,6697,475
26041,26,35784,2492,243
26043,26,25239,1090,226
26045,26,110268,25661,710
26047,26,33415,3130,236
26049,26,405813,248984,26396
26051,26,25449,2218,108
26053,26,13975,1149,124
26055,26,93088,5250,554
26057,26,40711,7382,901
26059,26,45605,18653,2398
26061,26,35684,1215,0
26063,26,30981,5679,174
26065,26,292406,87754,2439
26067,26,64697,16062,382
26069,26,25127,9135,911
26071,26,11066,326,32
26073,26,69872,10904,809
26075,26,158510,49436,2850
26077,26,265066,89864,5314
26079,26,18038,3045,258
26081,26,656955,400482,9731
26083,26,2116,64,0
26085,26,11853,697,0
26087,26,87607,25413,3090
26089,26,21761,2071,0
26091,26,98451,19803,530
26093,26,191995,52643,2587
26095,26,6229,259,0
26097,26,10799,848,0
26099,26,873972,746274,84588
26101,26,24558,1782,0
26103,26,66699,6858,1063
26105,26,29144,4187,0
26107,26,43453,2756,211
26109,26,22780,1838,0
26111,26,83156,13445,809
26113,26,15118,2376,122
26115,26,150500,55390,1949
26117,26,63888,8573,113
26119,26,9328,552,0
26121,26,173566,67363,3796
26123,26,48980,11796,0
26125,26,1257584,1107819,102359
26127,26,26467,17438,283
26129,26,20997,2870,112
26131,26,5720,35,0
26133,26,23460,2510,0
26135,26,8241,1169,100
26137,26,24668,11748,987
26139,26,291830,84775,3720
26141,26,12592,1190,4
26143,26,24019,2661,0
26145,26,190539,114507,10492
26147,26,159128,51641,4051
26149,26,60964,20632,300
26151,26,41170,5084,576
26153,26,8094,490,0
26155,26,68122,25075,2271
26157,26,52245,19889,2343
26159,26,75677,17991,644
26161,26,367601,165419,9642
26163,26,1749343,2299509,252972
26165,26,33631,2436,293
0,27,0,5735,76
27001,27,15886,1009,0
27003,27,356921,151519,7077
27005,27,34423,4378,1
27007,27,47188,3255,0
27009,27,40889,16479,233
27011,27,4991,993,0
27013,27,67653,26591,97
27015,27,25008,2511,186
27017,27,35871,8024,0
27019,27,105089,26603,98
27021,27,29779,1440,158
27023,27,11800,4933,64
27025,27,56579,6878,117
27027,27,64222,43858,2767
27029,27,8818,612,0
27031,27,5463,54,0
27033,27,11196,9098,0
27035,27,65055,7680,631
27037,27,429021,157138,5853
27039,27,20934,6269,0
27041,27,38141,4594,0
27043,27,13653,3157,0
27045,27,21067,2563,0
27047,27,30281,18058,13
27049,27,46340,8444,455
27051,27,5972,971,14
27053,27,1265843,876681,59676
27055,27,18600,1208,0
27057,27,21491,456,0
27059,27,40596,4505,0
27061,27,45130,5418,800
27063,27,9846,4181,0
27065,27,16337,1128,71
27067,27,43199,44695,92
27069,27,4298,141,0
27071,27,12229,1269,44
27073,27,6623,359,0
27075,27,10641,379,0
27077,27,3740,4,0
27079,27,28887,7326,78
27081,27,5639,1225,0
27083,27,25474,16995,123
27085,27,35893,5211,0
27087,27,5527,716,84
27089,27,9336,1110,0
27091,27,19683,14348,553
27093,27,23222,4466,53
27095,27,26277,2313,131
27097,27,33386,4262,48
27099,27,40062,51637,129
27101,27,8194,4715,1
27103,27,34274,10466,834
27105,27,21629,139870,415
27107,27,6375,1552,0
27109,27,158293,80145,1284
27111,27,58746,7121,55
27113,27,14119,3006,1
27115,27,29579,8884,0
27117,27,9126,3203,112
27119,27,31364,6505,177
27121,27,11249,998,0
27123,27,550321,324679,14669
27125,27,4055,314,0
27127,27,15170,1104,0
27129,27,14548,1739,96
27131,27,66972,52113,389
27133,27,9315,2548,0
27135,27,15165,948,0
27137,27,199070,15297,1420
27139,27,149013,50003,327
27141,27,97238,24170,260
27143,27,14865,2802,97
27145,27,161075,182854,1303
27147,27,36649,16113,27
27149,27,9805,345,0
27151,27,9266,1933,54
27153,27,24664,25875,108
27155,27,3259,496,0
27157,27,21627,2704,0
27159,27,13682,991,0
27161,27,18612,4153,0
27163,27,262440,76010,2955
27165,27,10897,12252,0
27167,27,6207,1639,313
27169,27,50484,10845,1575
27171,27,138377,33144,237
27173,27,9709,1575,0
0,28,0,449,5
28001,28,30693,24977,1604
28003,28,36953,5471,120
28005,28,12297,7465,155
28007,28,18174,29092,1537
28009,28,8259,2847,0
28011,28,30628,26068,1312
28013,28,14361,11125,427
28015,28,9947,12834,847
28017,28,17103,18771,1422
28019,28,8210,5295,269
28021,28,8988,15266,556
28023,28,15541,15612,1719
28025,28,19316,16250,609
28027,28,22124,17496,469
28029,28,28065,39834,804
28031,28,18636,22917,275
28033,28,184945,102419,1160
28035,28,74897,67019,3374
28037,28,7713,3644,163
28039,28,24500,6167,202
28041,28,13586,5757,405
28043,28,20758,25076,498
28045,28,47632,11843,1169
28047,28,208080,58511,1009
28049,28,231840,166807,3245
28051,28,17010,42225,2908
28053,28,8064,9383,734
28055,28,1327,379,32
28057,28,23390,10922,683
28059,28,143617,52678,1542
28061,28,16383,17898,402
28063,28,6990,6622,153
28065,28,11128,8632,276
28067,28,68098,74616,2969
28069,28,9742,14145,1009
28071,28,54019,26213,391
28073,28,63343,34806,554
28075,28,74125,76036,6236
28077,28,12586,12377,100
28079,28,22786,45318,1236
28081,28,85436,33978,1217
28083,28,28183,36239,3780
28085,28,34153,34410,2618
28087,28,58595,31542,926
28089,28,106272,92449,2645
28091,28,24573,19102,920
28093,28,35294,15765,323
28095,28,35252,31114,2669
28097,28,9775,10747,175
28099,28,29118,69416,4454
28101,28,21018,26836,529
28103,28,10417,19473,545
28105,28,49587,34139,1568
28107,28,34192,20922,424
28109,28,55535,25155,2884
28111,28,11973,6372,316
28113,28,39288,30917,1303
28115,28,32174,16064,375
28117,28,25126,8247,297
28119,28,6792,5491,22
28121,28,155271,65848,1095
28123,28,28124,63690,1033
28125,28,4321,2317,3
28127,28,26658,19742,193
28129,28,15916,17588,944
28131,28,18336,4766,65
28133,28,25110,23204,544
28135,28,13809,8806,201
28137,28,28321,18654,482
28139,28,22015,11197,1145
28141,28,19383,5817,57
28143,28,9632,7975,286
28145,28,28815,13528,666
28147,28,14286,13403,301
28149,28,45381,31045,1139
28151,28,43909,37874,868
28153,28,20183,30445,702
28155,28,9689,8441,597
28157,28,8630,9723,956
28159,28,17955,17727,387
28161,28,12108,12164,497
28163,28,29690,35228,466
0,29,0,930,143
29001,29,25343,6445,0
29003,29,17712,3340,18
29005,29,5143,402,0
29007,29,25388,8646,57
29009,29,35789,4437,0
29011,29,11754,1385,0
29013,29,16172,1218,106
29015,29,19443,1653,2
29017,29,12133,1378,0
29019,29,180463,31341,186
29021,29,87364,66624,324
29023,29,42478,6768,10
29025,29,9020,897,18
29027,29,44743,4524,114
29029,29,46305,6436,149
29031,29,78871,16246,240
29033,29,8679,1568,0
29035,29,5982,595,115
29037,29,105780,14202,777
29039,29,14349,1200,0
29041,29,7426,731,0
29043,29,88595,4908,27
29045,29,6797,152,0
29047,29,249948,30795,610
29049,29,20387,2443,0
29051,29,76745,8701,149
29053,29,17709,1626,0
29055,29,23920,1337,0
29057,29,7561,129,0
29059,29,16878,1007,35
29061,29,8278,668,0
29063,29,12547,973,11
29065,29,15573,254,0
29067,29,13185,668,12
29069,29,29131,7253,257
29071,29,103967,20522,1586
29073,29,14706,603,0
29075,29,6571,3705,453
29077,29,293086,27137,933
29079,29,9850,960,20
29081,29,8352,1514,12
29083,29,21824,1801,258
29085,29,9544,76,0
29087,29,4403,117,0
29089,29,10001,635,0
29091,29,40117,2678,0
29093,29,10125,280,0
29095,29,703011,287223,5101
29097,29,121328,37585,389
29099,29,225081,44894,1635
29101,29,54062,13960,18
29103,29,3959,116,0
29105,29,35723,3433,18
29107,29,32708,8406,174
29109,29,38355,2801,46
29111,29,9776,780,98
29113,29,59013,9741,112
29115,29,11920,1246,106
29117,29,15227,1064,0
29119,29,22837,27062,70
29121,29,15117,1043,0
29123,29,12088,463,0
29125,29,8697,367,0
29127,29,28530,1727,7
29129,29,3617,334,0
29131,29,25619,1318,0
29133,29,13180,5708,0
29135,29,16132,5292,88
29137,29,8644,300,0
29139,29,11551,1448,0
29141,29,20627,1415,0
29143,29,17076,3782,72
29145,29,58236,21748,150
29147,29,22092,1835,0
29149,29,10529,483,0
29151,29,13615,922,0
29153,29,9174,85,0
29155,29,15805,9266,443
29157,29,19136,10065,58
29159,29,42339,10222,99
29161,29,44573,1846,0
29163,29,18302,2761,78
29165,29,104418,10207,289
29167,29,32149,2013,0
29169,29,52607,8444,110
29171,29,4696,135,0
29173,29,10309,609,0
29175,29,24748,1371,12
29177,29,23018,2366,0
29179,29,6270,397,0
29181,29,13288,1376,0
29183,29,402022,106003,5970
29185,29,9397,360,0
29186,29,17894,1638,112
29187,29,67215,8628,188
29189,29,994205,578504,43786
29195,29,22761,26407,247
29197,29,4660,254,0
29199,29,4902,763,49
29201,29,38280,14302,843
29203,29,8166,954,0
29205,29,5930,285,0
29207,29,29025,9933,483
29209,29,31952,1391,7
29211,29,6089,6643,0
29213,29,55928,5657,217
29215,29,25398,429,0
29217,29,20563,1586,0
29219,29,35649,4246,0
29221,29,24730,1769,95
29223,29,12873,200,0
29225,29,39592,3126,36
29227,29,2013,332,0
29229,29,18289,2103,0
29510,29,300576,216432,12046
0,30,0,13,231
30001,30,9453,335,0
30003,30,13319,5734,183
30005,30,6681,66,0
30007,30,6237,616,0
30009,30,10725,1614,0
30011,30,1252,0,0
30013,30,81366,3311,201
30015,30,5635,24,0
30017,30,11402,1415,2
30019,30,1690,4,0
30021,30,8613,284,0
30023,30,9140,496,0
30025,30,2846,21,0
30027,30,11050,133,0
30029,30,103806,6419,202
30031,30,114434,28582,92
30033,30,1258,148,0
30035,30,13753,1387,5
30037,30,821,310,0
30039,30,3379,163,0
30041,30,16484,645,0
30043,30,12221,557,0
30045,30,2007,7,0
30047,30,30458,2694,5
30049,30,69432,3455,12
30051,30,2337,120,0
30053,30,19980,1523,105
30055,30,1664,9,0
30057,30,8600,1735,123
30059,30,1862,195,0
30061,30,4397,0,0
30063,30,119600,7716,104
30065,30,4633,120,0
30067,30,16606,1399,0
30069,30,487,0,0
30071,30,3954,0,0
30073,30,5911,265,0
30075,30,1682,6,0
30077,30,6890,0,0
30079,30,1077,0,0
30081,30,43806,2186,18
30083,30,10803,1154,0
30085,30,11004,786,0
30087,30,8937,503,33
30089,30,12113,79,0
30091,30,3309,48,0
30093,30,34915,1832,0
30095,30,9642,426,0
30097,30,3737,40,7
30099,30,6147,351,0
30101,30,4736,3339,662
30103,30,696,70,0
30105,30,7396,154,0
30107,30,2126,118,0
30109,30,969,15,0
30111,30,161300,23676,525
0,31,0,325,219
31001,31,31363,26583,833
31003,31,6298,844,35
31005,31,463,0,0
31007,31,745,76,0
31009,31,465,0,0
31011,31,5192,485,0
31013,31,10783,287,0
31015,31,1919,58,0
31017,31,2955,0,0
31019,31,49659,17128,120
31021,31,6459,934,0
31023,31,8016,3873,0
31025,31,26248,5350,32
31027,31,8402,999,0
31029,31,3924,93,0
31031,31,5689,167,0
31033,31,8910,1303,0
31035,31,6203,2281,0
31037,31,10709,52971,278
31039,31,8846,2797,0
31041,31,10777,3449,285
31043,31,20026,148143,2162
31045,31,8589,178,0
31047,31,23595,76314,586
31049,31,1794,15,0
31051,31,5636,3348,66
31053,31,36565,46805,366
31055,31,571327,486777,5718
31057,31,1693,1,0
31059,31,5462,960,0
31061,31,2979,629,0
31063,31,2627,117,0
31065,31,4676,777,49
31067,31,21513,5197,314
31069,31,1837,228,0
31071,31,1969,89,0
31073,31,1990,1258,0
31075,31,623,0,0
31077,31,2356,308,0
31079,31,61353,145923,3863
31081,31,9324,5815,966
31083,31,3380,36,0
31085,31,922,0,0
31087,31,2762,90,0
31089,31,10067,193,0
31091,31,682,68,0
31093,31,6445,3710,258
31095,31,7046,739,0
31097,31,5071,616,0
31099,31,6495,1228,0
31101,31,8034,323,0
31103,31,806,0,0
31105,31,3632,1074,0
31107,31,8332,1449,0
31109,31,319090,134673,811
31111,31,34914,5260,210
31113,31,748,0,0
31115,31,664,0,0
31117,31,494,62,0
31119,31,35099,29657,372
31121,31,7755,3179,0
31123,31,4642,2180,0
31125,31,3519,406,0
31127,31,6972,436,0
31129,31,4148,129,0
31131,31,16012,1394,0
31133,31,2613,37,0
31135,31,2891,76,1
31137,31,9034,1869,0
31139,31,7148,618,0
31141,31,33470,51790,152
31143,31,5213,1141,0
31145,31,10724,588,0
31147,31,7865,366,49
31149,31,1357,61,0
31151,31,14224,43816,137
31153,31,187196,80030,468
31155,31,21578,5206,125
31157,31,35618,14194,183
31159,31,17284,3102,91
31161,31,5246,236,0
31163,31,3001,360,0
31165,31,1166,187,0
31167,31,5920,1679,0
31169,31,5003,389,0
31171,31,722,84,0
31173,31,7224,7283,59
31175,31,4158,510,0
31177,31,20729,4509,91
31179,31,9385,1850,0
31181,31,3487,596,0
31183,31,783,4,0
31185,31,13679,3604,0
0,32,0,2208,1015
32001,32,24909,1310,100
32003,32,2266715,1267574,37864
32005,32,48905,5233,0
32007,32,52778,9934,124
32009,32,873,0,0
32011,32,2029,43,0
32013,32,16831,7572,361
32015,32,5532,2511,5
32017,32,5183,173,0
32019,32,57510,8691,114
32021,32,4505,483,0
32023,32,46523,10134,201
32027,32,6725,441,0
32029,32,4123,115,0
32031,32,471519,220729,6542
32033,32,9580,481,14
32510,32,55916,12746,398
0,33,0,1138,2
33001,33,61303,7108,100
33003,33,48910,5579,7
33005,33,76085,6220,224
33007,33,31563,643,0
33009,33,89886,8499,89
33011,33,417025,254330,16626
33013,33,151391,34740,1452
33015,33,309769,131834,6964
33017,33,130633,26226,1164
33019,33,43146,2466,60
0,34,0,135261,341
34001,34,263670,225641,15620
34003,34,932202,1994862,169815
34005,34,445349,460301,31833
34007,34,506471,644125,37185
34009,34,92039,61422,5482
34011,34,149527,223841,9100
34013,34,798975,1849385,175424
34015,34,291636,226225,14094
34017,34,672391,1901695,122290
34019,34,124371,98651,7593
34021,34,367430,678070,47041
34023,34,825062,1628346,105534
34025,34,618795,882200,64517
34027,34,491845,685694,65748
34029,34,607186,923530,76911
34031,34,501826,1656628,95982
34033,34,62385,61491,4795
34035,34,328934,475266,43485
34037,34,140488,119156,15730
34039,34,556341,1629200,109725
34041,34,105267,120068,13391
0,35,0,50834,43
35001,35,679121,197501,7437
35003,35,3527,233,95
35005,35,64615,8556,207
35006,35,26675,16649,858
35007,35,11941,732,35
35009,35,48954,11853,25
35011,35,1748,0,0
35013,35,218195,74454,598
35015,35,58460,6537,136
35017,35,26998,2388,9
35019,35,4300,1881,0
35021,35,625,97,0
35023,35,4198,2605,0
35025,35,71070,11424,16
35027,35,19572,1228,8
35028,35,19369,871,0
35029,35,23709,5198,159
35031,35,71367,256714,11981
35033,35,4521,70,0
35035,35,67490,3914,408
35037,35,8253,816,100
35039,35,38921,8251,69
35041,35,18500,4629,44
35043,35,146748,66335,2547
35045,35,123958,186022,12233
35047,35,27277,1632,0
35049,35,150358,22135,238
35051,35,10791,673,0
35053,35,16637,5633,407
35055,35,32723,3950,36
35057,35,15461,3399,83
35059,35,4059,629,0
35061,35,76688,11458,152
0,36,0,6980,13565
0,36,0,6980,13565
36001,36,305506,192612,9209
36003,36,46091,5641,222
36005,36,1418207,4843041,461276
36007,36,190488,61369,4710
36009,36,76117,10027,414
36011,36,76576,9660,209
36013,36,126903,10516,265
36015,36,83456,14631,319
36017,36,47207,14664,442
36019,36,80485,10113,420
36021,36,59461,39709,3881
36023,36,47581,4784,110
36025,36,44135,8758,314
36027,36,294218,412898,13385
36029,36,918702,633052,48132
36031,36,36885,4128,0
36033,36,50022,2769,12
36035,36,53383,19957,1940
36037,36,57280,21684,482
36039,36,47188,23444,1080
36041,36,4416,594,83
36043,36,61319,13448,365
36045,36,109834,8880,0
36047,36,2559903,6043612,688320
36049,36,26296,2220,507
36051,36,62914,12221,330
36053,36,70941,31856,837
36055,36,741770,317497,19853
36057,36,49221,10110,420
36059,36,1356924,4434651,219016
36061,36,1628706,2935126,296181
36063,36,209281,102880,6611
36065,36,228671,121494,6540
36067,36,460528,227493,11988
36069,36,109777,22001,1790
36071,36,384940,1100248,36966
36073,36,40352,22042,3738
36075,36,117124,14555,261
36077,36,59493,8470,411
36079,36,98320,130200,6150
36081,36,2253858,6742739,660094
36083,36,158714,50737,2671
36085,36,476143,1473985,101213
36087,36,325789,1441202,50481
36089,36,107740,22055,266
36091,36,229863,53634,1462
36093,36,155299,74279,3117
36095,36,30999,5464,186
36097,36,17807,1253,0
36099,36,34016,6161,109
36101,36,95379,26813,2724
36103,36,1476601,4282229,185371
36105,36,75432,134698,3102
36107,36,48203,13114,1586
36109,36,102180,18658,0
36111,36,177573,174690,6899
36113,36,63944,25055,2526
36115,36,61204,22610,1249
36117,36,89918,14474,189
36119,36,967506,3701369,138983
36121,36,39859,9153,543
36123,36,24913,3678,489
0,37,0,1792,0
37001,37,169509,73700,2286
37003,37,37497,7362,37
37005,37,11137,2526,0
37007,37,24446,10576,65
37009,37,27203,3985,49
37011,37,17557,1191,0
37013,37,46994,7640,5
37015,37,18947,12002,352
37017,37,32722,21838,237
37019,37,142820,34329,461
37021,37,261191,48085,2173
37023,37,90485,65543,1617
37025,37,216453,87716,2380
37027,37,82178,30375,298
37029,37,10867,1547,32
37031,37,69473,7575,320
37033,37,22604,9246,108
37035,37,159551,54552,761
37037,37,74470,72995,2997
37039,37,28612,4621,150
37041,37,13943,2461,0
37043,37,11231,1193,0
37045,37,97947,24398,398
37047,37,55508,39661,2674
37049,37,102139,25798,553
37051,37,335509,93944,2600
37053,37,27763,1874,0
37055,37,37009,4893,109
37057,37,167609,67408,1223
37059,37,42846,13773,270
37061,37,58741,96549,1762
37063,37,321488,256608,4851
37065,37,51472,25279,794
37067,37,382295,199006,2155
37069,37,69685,27577,2055
37071,37,224529,81602,986
37073,37,11562,2166,111
37075,37,8441,562,0
37077,37,60443,54656,1402
37079,37,21069,11939,180
37081,37,537174,199522,8067
37083,37,50010,23489,228
37085,37,135976,45527,2393
37087,37,62317,7169,0
37089,37,117417,52014,4114
37091,37,23677,11946,538
37093,37,55234,28548,198
37095,37,4937,941,0
37097,37,181806,55146,682
37099,37,43938,9123,108
37101,37,209339,98424,2462
37103,37,9419,2796,270
37105,37,61779,56113,469
37107,37,55949,26093,757
37109,37,86111,19483,52
37111,37,45756,15916,142
37113,37,35858,16172,53
37115,37,21755,785,0
37117,37,22440,9212,276
37119,37,1110356,776494,11009
37121,37,14964,2466,16
37123,37,27173,20479,541
37125,37,100880,33409,1026
37127,37,94298,33993,444
37129,37,234473,62803,559
37131,37,19483,16667,1192
37133,37,197938,22122,303
37135,37,148476,55312,3582
37137,37,12726,1879,15
37139,37,39824,14506,1078
37141,37,63060,17682,119
37143,37,13463,2871,173
37145,37,39490,7600,91
37147,37,180742,53179,379
37149,37,20724,5805,312
37151,37,143667,87796,1810
37153,37,44829,20756,430
37155,37,130625,94759,2115
37157,37,91010,15456,240
37159,37,142088,93435,3336
37161,37,67029,25342,671
37163,37,63531,65656,383
37165,37,34823,10307,54
37167,37,62806,24321,461
37169,37,45591,9076,44
37171,37,71783,30596,175
37173,37,14271,3357,39
37175,37,34385,2781,54
37177,37,4016,1788,18
37179,37,239859,92489,2046
37181,37,44535,36079,2524
37183,37,1111761,369943,4393
37185,37,19731,10315,260
37187,37,11580,4028,305
37189,37,56177,5936,0
37191,37,123131,136804,2113
37193,37,68412,44329,459
37195,37,81801,54342,1488
37197,37,37667,21590,309
37199,37,18069,2767,0
0,38,0,0,0
38001,38,2216,2,0
38003,38,10415,1278,0
38005,38,6832,711,10
38007,38,928,39,0
38009,38,6282,326,0
38011,38,3024,139,0
38013,38,2115,584,0
38015,38,95626,24571,23
38017,38,181923,172360,5001
38019,38,3762,491,0
38021,38,4872,252,0
38023,38,2264,123,0
38025,38,4424,1463,0
38027,38,2287,409,0
38029,38,3241,402,113
38031,38,3210,214,0
38033,38,1761,37,0
38035,38,69451,35692,295
38037,38,2274,246,0
38039,38,2231,165,0
38041,38,2499,91,0
38043,38,2480,154,0
38045,38,4046,603,0
38047,38,1850,19,0
38049,38,5745,402,121
38051,38,2497,301,5
38053,38,15024,2558,1
38055,38,9450,943,0
38057,38,8187,594,0
38059,38,31364,8295,240
38061,38,10545,5348,13
38063,38,2879,144,0
38065,38,1959,174,0
38067,38,6801,848,0
38069,38,3975,470,0
38071,38,11519,1159,72
38073,38,5218,1140,0
38075,38,2327,328,0
38077,38,16177,2927,0
38079,38,14176,716,0
38081,38,3898,439,0
38083,38,1315,102,0
38085,38,4230,1413,0
38087,38,750,344,0
38089,38,31489,7870,249
38091,38,1890,179,0
38093,38,20704,4137,60
38095,38,2189,73,0
38097,38,8036,1368,0
38099,38,10641,2578,0
38101,38,67641,5597,108
38103,38,3834,589,0
38105,38,37589,4617,14
0,39,0,69,0
39001,39,27698,1620,88
39003,39,102351,25584,3350
39005,39,53484,3946,76
39007,39,97241,33384,3334
39009,39,65327,6405,121
39011,39,45656,8224,348
39013,39,67006,41496,1599
39015,39,43432,3882,120
39017,39,383134,111526,3073
39019,39,26914,4467,248
39021,39,38885,3597,109
39023,39,134083,44449,644
39025,39,206428,29270,551
39027,39,41968,5960,53
39029,39,101883,85804,4970
39031,39,36600,6813,98
39033,39,41494,11165,347
39035,39,1235072,576579,27537
39037,39,51113,18861,2214
39039,39,38087,4399,210
39041,39,209177,45580,1176
39043,39,74266,19355,1406
39045,39,157574,42052,943
39047,39,28525,4074,0
39049,39,1316756,749928,28848
39051,39,42126,5172,0
39053,39,29898,1380,127
39055,39,93649,32052,3160
39057,39,168937,18535,680
39059,39,38875,4694,198
39061,39,817473,387805,15619
39063,39,75783,7351,120
39065,39,31365,7772,506
39067,39,15040,1004,39
39069,39,27006,2454,1
39071,39,43161,3498,85
39073,39,28264,6153,498
39075,39,43960,11295,251
39077,39,58266,12137,164
39079,39,32413,1831,0
39081,39,65325,8317,182
39083,39,62322,3976,127
39085,39,230149,40590,1482
39087,39,59463,5702,0
39089,39,176862,36022,1095
39091,39,45672,4765,29
39093,39,309833,84352,5795
39095,39,428348,243078,23986
39097,39,44731,15716,702
39099,39,228683,156679,18574
39101,39,65093,263546,2643
39103,39,179746,40883,2558
