StateFIPS,date,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_vaccinated_per_hundred,distributed_per_hundred,share_doses_used
18,2021-01-17,0.56,3.87,3.31,9.54,0.405
18,2021-01-18,0.56,3.87,3.31,9.54,0.405
18,2021-01-19,0.76,4.97,4.22,9.54,0.521
18,2021-01-20,0.87,5.29,4.42,11.01,0.48100000000000004
18,2021-01-21,0.99,5.75,4.76,12.12,0.474
18,2021-01-22,1.1,6.15,5.05,12.48,0.493
18,2021-01-23,1.16,6.63,5.47,12.5,0.53
18,2021-01-24,1.16,6.63,5.47,12.5,0.53
18,2021-01-25,1.24,7.31,6.06,12.5,0.584
18,2021-01-26,1.26,7.41,6.15,13.37,0.5539999999999999
18,2021-01-27,1.36,7.79,6.43,13.68,0.569
18,2021-01-28,1.45,8.2,6.75,13.74,0.597
18,2021-01-29,1.56,8.63,7.07,13.81,0.625
18,2021-01-30,1.65,9.02,7.36,13.84,0.652
18,2021-01-31,1.65,9.02,7.36,13.84,0.652
18,2021-02-01,1.65,9.02,7.36,13.84,0.652
18,2021-02-02,1.68,9.09,7.42,16.21,0.561
18,2021-02-03,1.79,9.47,7.68,16.44,0.5760000000000001
18,2021-02-04,1.93,9.97,8.04,16.58,0.601
18,2021-02-05,2.12,10.56,8.44,16.6,0.636
18,2021-02-06,2.32,11.14,8.81,16.61,0.67
18,2021-02-07,2.32,11.14,8.81,16.61,0.67
18,2021-02-08,2.32,11.14,8.81,16.61,0.67
18,2021-02-09,2.4,11.3,8.89,17.92,0.631
18,2021-02-10,2.63,11.82,9.18,19.19,0.616
18,2021-02-11,2.89,12.36,9.46,20.07,0.616
18,2021-02-12,3.17,12.98,9.8,20.2,0.642
18,2021-02-13,3.98,15.13,11.14,20.62,0.7340000000000001
18,2021-02-14,4.27,15.73,11.44,20.62,0.763
18,2021-02-15,4.27,15.73,11.44,20.62,0.763
18,2021-02-16,4.5,16.22,11.69,21.47,0.755
18,2021-02-17,4.66,16.54,11.85,21.49,0.769
18,2021-02-18,4.76,16.73,11.94,21.58,0.775
18,2021-02-19,5.21,17.74,12.5,22.09,0.8029999999999999
18,2021-02-20,5.54,18.34,12.76,22.09,0.83
18,2021-02-21,5.84,18.86,12.98,22.09,0.8540000000000001
18,2021-02-22,6.03,19.2,13.14,22.09,0.8690000000000001
18,2021-02-23,6.08,19.29,13.19,25.32,0.762
18,2021-02-24,6.58,20.22,13.54,25.77,0.785
18,2021-02-25,7.39,21.68,14.05,26.89,0.8059999999999999
18,2021-02-26,7.77,22.36,14.35,27.21,0.821
18,2021-02-27,8.14,23.05,14.67,27.46,0.84
18,2021-02-28,8.44,23.62,14.92,27.46,0.86
18,2021-03-01,8.65,23.99,15.09,27.46,0.8740000000000001
18,2021-03-02,8.71,24.13,15.17,30.5,0.7909999999999999
18,2021-03-03,8.98,24.62,15.39,30.95,0.795
18,2021-03-04,9.31,25.22,15.65,31.68,0.7959999999999999
18,2021-03-05,9.69,25.97,16.03,32.55,0.7979999999999999
18,2021-03-06,10.05,26.75,16.44,32.77,0.816
18,2021-03-07,10.35,27.4,16.79,32.77,0.836
18,2021-03-08,10.65,27.92,17.12,32.77,0.852
18,2021-03-09,10.75,28.12,17.26,36.3,0.775
18,2021-03-10,11.07,28.73,17.63,36.74,0.782
18,2021-03-11,11.37,29.4,18.01,37.39,0.7859999999999999
18,2021-03-12,11.76,30.16,18.42,37.67,0.8
18,2021-03-13,12.44,31.6,19.28,37.69,0.838
18,2021-03-14,12.44,31.6,19.28,37.69,0.838
18,2021-03-15,12.69,32.09,19.58,37.69,0.851
18,2021-03-16,12.77,32.24,19.66,41.39,0.779
18,2021-03-17,13.01,32.78,19.98,41.85,0.7829999999999999
18,2021-03-18,13.27,33.46,20.42,42.51,0.787
18,2021-03-19,13.57,34.23,20.9,42.9,0.7979999999999999
18,2021-03-20,13.93,35.07,21.4,44.03,0.7959999999999999
18,2021-03-21,14.21,35.75,21.82,44.03,0.812
18,2021-03-22,14.4,36.21,22.12,44.03,0.8220000000000001
18,2021-03-23,14.48,36.35,22.21,46.53,0.7809999999999999
18,2021-03-24,14.7,36.97,22.61,46.96,0.787
18,2021-03-25,15.02,37.74,23.1,47.41,0.7959999999999999
18,2021-03-26,15.4,38.6,23.61,47.79,0.8079999999999999
18,2021-03-27,15.75,39.44,24.14,49.44,0.7979999999999999
19,2021-01-12,0.19,3.13,2.91,6.62,0.47200000000000003
19,2021-01-13,0.3,3.55,3.23,8.37,0.424
19,2021-01-14,0.3,3.55,3.2,8.5,0.418
19,2021-01-15,0.34,3.83,3.42,8.53,0.45
19,2021-01-16,0.34,3.83,3.42,8.53,0.45
19,2021-01-17,0.34,3.83,3.42,8.53,0.45
19,2021-01-18,0.34,3.83,3.42,8.53,0.45
19,2021-01-19,0.4,4.59,4.12,8.53,0.539
19,2021-01-20,0.44,4.75,4.23,9.23,0.515
19,2021-01-21,0.53,5.03,4.42,10.41,0.483
19,2021-01-22,0.71,5.41,4.62,10.74,0.503
19,2021-01-23,0.84,5.71,4.79,11.46,0.498
19,2021-01-24,0.98,6.06,5.0,11.46,0.529
19,2021-01-25,1.02,6.22,5.12,11.46,0.5429999999999999
19,2021-01-26,1.03,6.28,5.16,11.46,0.5479999999999999
19,2021-01-27,1.14,6.47,5.24,11.5,0.563
19,2021-01-28,1.28,6.74,5.37,12.41,0.5429999999999999
19,2021-01-29,1.48,7.11,5.54,12.63,0.563
19,2021-01-30,1.66,7.54,5.79,13.25,0.569
19,2021-01-31,1.85,7.99,6.04,13.25,0.603
19,2021-02-01,1.91,8.16,6.15,13.25,0.616
19,2021-02-02,1.94,8.23,6.19,13.16,0.625
19,2021-02-03,2.04,8.46,6.31,14.16,0.597
19,2021-02-04,2.2,8.85,6.55,14.93,0.593
19,2021-02-05,2.35,9.3,6.84,16.1,0.578
19,2021-02-06,2.56,9.78,7.11,16.18,0.604
19,2021-02-07,2.77,10.41,7.53,16.18,0.643
19,2021-02-08,2.84,10.95,8.0,16.18,0.6759999999999999
19,2021-02-09,2.87,11.15,8.16,16.18,0.6890000000000001
19,2021-02-10,3.03,11.69,8.53,17.13,0.682
19,2021-02-11,3.17,12.28,8.96,18.36,0.669
19,2021-02-12,3.32,12.95,9.48,18.73,0.691
19,2021-02-13,3.48,13.71,10.07,18.88,0.726
19,2021-02-14,3.66,14.47,10.64,18.94,0.764
19,2021-02-15,3.66,14.47,10.64,18.94,0.764
19,2021-02-16,3.8,15.39,11.42,19.5,0.79
19,2021-02-17,3.88,15.7,11.65,19.62,0.8
19,2021-02-18,3.93,16.09,11.98,20.56,0.7829999999999999
19,2021-02-19,4.28,17.52,13.06,21.23,0.825
19,2021-02-20,4.47,18.3,13.64,22.44,0.816
19,2021-02-21,4.68,19.0,14.13,22.44,0.847
19,2021-02-22,4.82,19.37,14.54,22.44,0.863
19,2021-02-23,4.86,19.49,14.63,23.66,0.8240000000000001
19,2021-02-24,4.92,19.71,14.79,25.12,0.784
19,2021-02-25,5.01,20.0,15.01,26.55,0.754
19,2021-02-26,5.17,20.73,15.57,27.65,0.75
19,2021-02-27,5.36,21.7,16.34,28.58,0.759
19,2021-02-28,5.66,22.6,16.95,28.58,0.7909999999999999
19,2021-03-01,5.96,23.29,17.33,28.58,0.815
19,2021-03-02,6.03,23.48,17.46,29.79,0.7879999999999999
19,2021-03-03,6.23,23.89,17.67,31.17,0.767
19,2021-03-04,6.53,24.51,17.99,32.36,0.758
19,2021-03-05,6.96,25.39,18.45,33.87,0.75
19,2021-03-06,8.03,27.3,19.25,35.08,0.778
19,2021-03-07,8.7,28.73,20.01,35.08,0.8190000000000001
19,2021-03-08,9.66,29.79,20.53,35.08,0.8490000000000001
19,2021-03-09,9.93,30.19,20.71,36.83,0.8190000000000001
19,2021-03-10,10.24,30.74,21.03,37.92,0.8109999999999999
19,2021-03-11,10.76,31.68,21.56,39.04,0.8109999999999999
19,2021-03-12,11.4,32.78,22.16,39.85,0.823
19,2021-03-13,12.92,35.32,23.27,40.85,0.865
19,2021-03-14,12.92,35.33,23.28,40.85,0.865
19,2021-03-15,13.42,36.29,23.81,40.85,0.888
19,2021-03-16,13.6,36.61,23.95,42.57,0.86
19,2021-03-17,13.61,36.62,23.98,43.66,0.8390000000000001
19,2021-03-18,14.0,37.48,24.49,45.32,0.8270000000000001
19,2021-03-19,14.72,38.86,25.18,46.03,0.8440000000000001
19,2021-03-20,15.4,40.12,25.78,46.98,0.8540000000000001
19,2021-03-21,15.95,41.28,26.42,46.98,0.879
19,2021-03-22,16.27,41.99,26.84,46.98,0.894
19,2021-03-23,16.4,42.27,27.01,48.79,0.866
19,2021-03-24,16.59,42.67,27.26,49.79,0.857
19,2021-03-25,16.8,43.4,27.81,51.85,0.8370000000000001
19,2021-03-26,17.26,44.45,28.42,52.69,0.8440000000000001
19,2021-03-27,17.83,45.81,29.21,53.76,0.852
20,2021-01-12,0.33,2.69,1.85,6.63,0.405
20,2021-01-13,0.43,2.94,2.01,8.96,0.32799999999999996
20,2021-01-14,0.43,3.14,2.66,9.03,0.348
20,2021-01-15,0.46,3.36,2.86,9.03,0.37200000000000005
20,2021-01-16,0.46,3.36,2.86,9.03,0.37200000000000005
20,2021-01-17,0.46,3.36,2.86,9.03,0.37200000000000005
20,2021-01-18,0.46,3.36,2.86,9.03,0.37200000000000005
20,2021-01-19,0.54,4.07,3.5,9.03,0.45
20,2021-01-20,0.55,4.21,3.63,9.12,0.462
20,2021-01-21,0.6,4.48,3.84,10.71,0.418
20,2021-01-22,0.66,4.71,4.0,11.55,0.40700000000000003
20,2021-01-23,0.72,4.97,4.22,11.95,0.41600000000000004
20,2021-01-24,0.78,5.19,4.37,11.95,0.434
20,2021-01-25,0.81,5.31,4.46,11.95,0.444
20,2021-01-26,0.87,5.45,4.54,11.95,0.456
20,2021-01-27,0.91,5.78,4.83,13.49,0.429
20,2021-01-28,1.08,6.53,5.41,13.92,0.469
20,2021-01-29,1.08,6.54,5.41,14.15,0.462
20,2021-01-30,1.26,7.09,5.78,14.19,0.5
20,2021-01-31,1.36,7.6,6.18,14.19,0.536
20,2021-02-01,1.45,7.79,6.28,14.19,0.5489999999999999
20,2021-02-02,1.52,7.94,6.35,14.19,0.5589999999999999
20,2021-02-03,1.63,8.28,6.59,16.16,0.512
20,2021-02-04,1.76,8.63,6.81,16.19,0.5329999999999999
20,2021-02-05,1.88,9.05,7.11,16.9,0.536
20,2021-02-06,2.07,9.62,7.49,16.9,0.569
20,2021-02-07,2.25,10.17,7.85,16.9,0.602
20,2021-02-08,2.35,10.4,7.98,16.9,0.616
20,2021-02-09,2.41,10.49,8.01,16.9,0.621
20,2021-02-10,2.63,10.97,8.28,19.01,0.5770000000000001
20,2021-02-11,2.81,11.43,8.55,19.36,0.59
20,2021-02-12,2.97,12.04,8.97,19.98,0.603
20,2021-02-13,3.14,12.63,9.39,19.98,0.632
20,2021-02-14,3.41,13.39,9.87,19.98,0.67
20,2021-02-15,3.41,13.39,9.87,19.98,0.67
20,2021-02-16,3.52,13.64,10.01,19.98,0.6829999999999999
20,2021-02-17,3.65,13.91,10.16,19.98,0.696
20,2021-02-18,3.87,14.34,10.37,19.98,0.718
20,2021-02-19,4.41,16.02,11.47,21.45,0.747
20,2021-02-20,4.76,16.78,11.88,22.17,0.757
20,2021-02-21,5.09,17.48,12.25,22.17,0.789
20,2021-02-22,5.61,17.67,13.03,22.17,0.797
20,2021-02-23,5.66,17.76,13.09,24.02,0.7390000000000001
20,2021-02-24,5.89,18.22,13.33,25.9,0.7040000000000001
20,2021-02-25,6.11,18.62,13.53,28.82,0.6459999999999999
20,2021-02-26,6.38,19.25,13.91,29.58,0.6509999999999999
20,2021-02-27,6.78,20.03,14.29,29.78,0.6729999999999999
20,2021-02-28,7.19,20.93,14.77,29.78,0.703
20,2021-03-01,7.29,21.31,15.1,29.78,0.716
20,2021-03-02,7.44,21.61,15.25,29.82,0.725
20,2021-03-03,7.65,22.14,15.51,34.46,0.642
20,2021-03-04,7.87,22.69,15.86,35.85,0.633
20,2021-03-05,8.16,23.45,16.33,37.27,0.629
20,2021-03-06,8.48,24.3,16.88,37.47,0.648
20,2021-03-07,8.84,25.21,17.45,37.47,0.6729999999999999
20,2021-03-08,8.99,25.5,17.68,37.47,0.6809999999999999
20,2021-03-09,9.1,25.8,17.89,37.58,0.687
20,2021-03-10,9.38,26.42,18.26,41.01,0.644
20,2021-03-11,9.78,27.33,18.83,41.42,0.66
20,2021-03-12,10.42,29.08,20.01,42.95,0.677
20,2021-03-13,10.51,29.2,20.12,43.16,0.677
20,2021-03-14,11.1,30.91,21.22,43.16,0.716
20,2021-03-15,11.3,31.22,21.42,43.16,0.723
20,2021-03-16,11.47,31.48,21.58,43.41,0.725
20,2021-03-17,11.67,31.97,21.91,47.09,0.679
20,2021-03-18,11.96,32.93,22.63,47.68,0.691
20,2021-03-19,12.41,34.25,23.55,49.64,0.69
20,2021-03-20,12.84,35.56,24.49,49.8,0.7140000000000001
20,2021-03-21,13.33,36.83,25.32,49.8,0.7390000000000001
20,2021-03-22,13.5,37.11,25.5,49.8,0.745
20,2021-03-23,13.66,37.38,25.65,50.19,0.745
20,2021-03-24,14.08,38.3,26.17,53.73,0.713
20,2021-03-25,14.43,39.15,26.76,54.45,0.7190000000000001
20,2021-03-26,14.81,40.18,27.47,56.21,0.715
20,2021-03-27,15.53,41.79,28.48,56.42,0.741
21,2021-01-12,0.14,2.96,2.29,7.37,0.401
21,2021-01-13,0.17,3.19,2.49,7.37,0.43200000000000005
21,2021-01-14,0.17,3.48,3.25,7.44,0.46799999999999997
21,2021-01-15,0.24,3.91,3.64,7.55,0.518
21,2021-01-16,0.24,3.91,3.64,7.55,0.518
21,2021-01-17,0.24,3.91,3.64,7.55,0.518
21,2021-01-18,0.24,3.91,3.64,7.55,0.518
21,2021-01-19,0.29,4.84,4.51,7.55,0.64
21,2021-01-20,0.31,5.01,4.67,9.95,0.504
21,2021-01-21,0.35,5.26,4.88,10.08,0.522
21,2021-01-22,0.51,5.69,5.15,10.45,0.545
21,2021-01-23,0.57,6.06,5.45,10.54,0.575
21,2021-01-24,0.66,6.7,6.01,10.54,0.636
21,2021-01-25,0.67,6.88,6.17,10.54,0.653
21,2021-01-26,0.69,6.99,6.26,12.49,0.56
21,2021-01-27,0.81,7.24,6.39,13.11,0.552
21,2021-01-28,0.97,7.66,6.65,13.68,0.56
21,2021-01-29,1.17,8.21,6.99,14.55,0.564
21,2021-01-30,1.33,8.64,7.27,14.55,0.594
21,2021-01-31,1.45,9.06,7.56,14.55,0.622
21,2021-02-01,1.48,9.3,7.78,14.55,0.639
21,2021-02-02,1.5,9.39,7.85,15.33,0.613
21,2021-02-03,1.64,9.75,8.06,16.1,0.605
21,2021-02-04,1.82,10.2,8.33,16.71,0.611
21,2021-02-05,2.1,10.83,8.68,16.72,0.648
21,2021-02-06,2.42,11.58,9.11,16.72,0.6920000000000001
21,2021-02-07,2.75,12.27,9.47,16.72,0.7340000000000001
21,2021-02-08,2.86,12.64,9.72,16.72,0.7559999999999999
21,2021-02-09,2.91,12.73,9.76,18.55,0.6859999999999999
21,2021-02-10,3.12,13.09,9.91,18.81,0.696
21,2021-02-11,3.39,13.61,10.17,19.75,0.6890000000000001
21,2021-02-12,3.7,14.25,10.48,19.75,0.721
21,2021-02-13,3.86,14.54,10.62,19.97,0.728
21,2021-02-14,4.2,15.19,10.93,19.97,0.7609999999999999
21,2021-02-15,4.2,15.19,10.93,19.97,0.7609999999999999
21,2021-02-16,4.44,15.93,11.42,20.23,0.787
21,2021-02-17,4.52,16.11,11.52,20.4,0.79
21,2021-02-18,4.6,16.25,11.58,21.28,0.764
21,2021-02-19,5.11,17.44,12.26,22.34,0.78
21,2021-02-20,5.3,17.84,12.46,22.34,0.7979999999999999
21,2021-02-21,5.68,18.44,12.68,22.52,0.8190000000000001
21,2021-02-22,5.99,18.79,13.33,22.52,0.8340000000000001
21,2021-02-23,6.14,19.06,13.46,26.44,0.721
21,2021-02-24,6.39,19.58,13.75,26.96,0.726
21,2021-02-25,6.74,20.32,14.15,27.54,0.738
21,2021-02-26,7.07,21.16,14.64,29.23,0.7240000000000001
21,2021-02-27,7.37,21.95,15.15,29.49,0.7440000000000001
21,2021-02-28,7.81,22.83,15.59,29.49,0.774
21,2021-03-01,8.03,23.43,15.97,29.49,0.795
21,2021-03-02,8.1,23.75,16.21,31.75,0.748
21,2021-03-03,8.28,24.22,16.51,32.13,0.754
21,2021-03-04,8.56,25.01,17.0,32.45,0.7709999999999999
21,2021-03-05,8.9,26.02,17.68,34.43,0.7559999999999999
21,2021-03-06,9.25,27.07,18.37,34.83,0.777
21,2021-03-07,9.64,28.07,18.97,34.83,0.8059999999999999
21,2021-03-08,9.92,28.74,19.41,34.83,0.825
21,2021-03-09,10.03,28.96,19.54,37.89,0.764
21,2021-03-10,10.21,29.52,19.95,38.26,0.772
21,2021-03-11,10.46,30.38,20.64,39.53,0.768
21,2021-03-12,10.85,31.36,21.34,39.63,0.7909999999999999
21,2021-03-13,11.59,33.4,22.83,40.25,0.83
21,2021-03-14,11.64,33.51,22.89,40.25,0.833
21,2021-03-15,11.98,34.3,23.38,40.25,0.852
21,2021-03-16,12.17,34.64,23.53,43.48,0.797
21,2021-03-17,12.52,35.42,24.0,43.72,0.81
21,2021-03-18,12.78,36.25,24.61,44.77,0.81
21,2021-03-19,13.19,37.34,25.29,45.28,0.825
21,2021-03-20,13.46,38.34,26.06,46.39,0.826
21,2021-03-21,13.83,39.46,26.83,46.39,0.85
21,2021-03-22,14.11,40.24,27.32,46.39,0.867
21,2021-03-23,14.23,40.6,27.57,49.57,0.8190000000000001
21,2021-03-24,14.44,41.15,27.96,49.87,0.825
21,2021-03-25,14.81,42.0,28.45,50.56,0.831
21,2021-03-26,15.25,43.08,29.11,51.71,0.833
21,2021-03-27,15.84,44.24,29.71,53.08,0.833
22,2021-01-12,0.39,3.07,2.52,7.92,0.38799999999999996
22,2021-01-13,0.47,3.36,2.73,7.95,0.423
22,2021-01-14,0.47,3.78,3.21,7.96,0.475
22,2021-01-15,0.65,4.26,3.6,7.96,0.535
22,2021-01-16,0.65,4.26,3.6,7.96,0.535
22,2021-01-17,0.65,4.26,3.6,7.96,0.535
22,2021-01-18,0.65,4.26,3.6,7.96,0.535
22,2021-01-19,0.73,5.5,4.76,7.96,0.69
22,2021-01-20,0.75,5.69,4.92,10.45,0.544
22,2021-01-21,0.82,6.01,5.18,10.6,0.5670000000000001
22,2021-01-22,0.87,6.4,5.52,10.89,0.588
22,2021-01-23,0.9,6.78,5.86,11.7,0.579
22,2021-01-24,0.91,7.19,6.26,11.7,0.614
22,2021-01-25,0.93,7.34,6.4,11.7,0.628
22,2021-01-26,0.93,7.44,6.49,12.95,0.574
22,2021-01-27,1.01,7.72,6.69,13.34,0.578
22,2021-01-28,1.11,8.09,6.96,13.35,0.606
22,2021-01-29,1.25,8.57,7.3,13.35,0.642
22,2021-01-30,1.4,9.05,7.64,13.96,0.649
22,2021-01-31,1.58,9.54,7.95,13.96,0.684
22,2021-02-01,1.85,9.96,8.1,13.96,0.7140000000000001
22,2021-02-02,2.08,10.24,8.14,15.85,0.6459999999999999
22,2021-02-03,2.24,10.52,8.26,16.06,0.655
22,2021-02-04,2.49,10.97,8.46,16.06,0.6829999999999999
22,2021-02-05,2.83,11.54,8.69,16.06,0.7190000000000001
22,2021-02-06,3.23,12.28,9.02,16.56,0.741
22,2021-02-07,3.6,12.91,9.27,16.56,0.779
22,2021-02-08,3.8,13.21,9.38,16.56,0.7979999999999999
22,2021-02-09,3.87,13.33,9.43,18.93,0.7040000000000001
22,2021-02-10,4.08,13.75,9.64,18.98,0.7240000000000001
22,2021-02-11,4.08,13.75,9.64,19.25,0.7140000000000001
22,2021-02-12,4.68,15.08,10.37,19.25,0.7829999999999999
22,2021-02-13,5.01,15.82,10.78,19.26,0.8220000000000001
22,2021-02-14,5.35,16.55,11.16,19.26,0.8590000000000001
22,2021-02-15,5.35,16.55,11.16,19.26,0.8590000000000001
22,2021-02-16,5.49,16.89,11.36,19.26,0.877
22,2021-02-17,5.56,17.03,11.43,19.38,0.879
22,2021-02-18,5.59,17.11,11.49,19.97,0.857
22,2021-02-19,6.13,18.49,12.32,21.24,0.87
22,2021-02-20,6.31,18.88,12.53,21.77,0.867
22,2021-02-21,6.49,19.24,12.71,22.42,0.858
22,2021-02-22,6.5,19.43,12.6,22.44,0.866
22,2021-02-23,6.55,19.52,12.63,24.26,0.805
22,2021-02-24,6.73,19.81,12.74,26.84,0.738
22,2021-02-25,7.01,20.29,12.94,27.21,0.746
22,2021-02-26,7.4,21.04,13.29,27.57,0.763
22,2021-02-27,7.78,21.93,13.77,28.65,0.765
22,2021-02-28,8.06,22.74,14.29,28.65,0.794
22,2021-03-01,8.17,23.16,14.59,28.65,0.8079999999999999
22,2021-03-02,8.21,23.33,14.72,31.82,0.733
22,2021-03-03,8.38,23.83,15.04,31.89,0.747
22,2021-03-04,8.65,24.5,15.44,32.61,0.7509999999999999
22,2021-03-05,9.0,25.36,15.93,33.92,0.748
22,2021-03-06,9.01,25.38,15.94,35.3,0.7190000000000001
22,2021-03-07,9.03,25.4,15.95,35.3,0.72
22,2021-03-08,9.93,27.49,17.33,35.3,0.779
22,2021-03-09,10.01,27.67,17.45,37.41,0.74
22,2021-03-10,10.23,28.16,17.75,38.45,0.733
22,2021-03-11,10.49,28.84,18.21,39.24,0.735
22,2021-03-12,10.87,29.69,18.76,39.46,0.752
22,2021-03-13,11.63,31.5,19.9,40.67,0.774
22,2021-03-14,11.63,31.5,19.91,40.67,0.774
22,2021-03-15,11.83,31.93,20.18,40.67,0.785
22,2021-03-16,11.92,32.15,20.35,44.06,0.73
22,2021-03-17,12.12,32.68,20.72,44.36,0.737
22,2021-03-18,12.13,32.69,20.73,45.09,0.725
22,2021-03-19,12.66,34.15,21.7,45.57,0.7490000000000001
22,2021-03-20,13.03,35.05,22.25,46.56,0.753
22,2021-03-21,13.35,35.8,22.71,46.56,0.769
22,2021-03-22,13.52,36.32,23.07,46.56,0.78
22,2021-03-23,13.58,36.48,23.16,49.39,0.7390000000000001
22,2021-03-24,13.83,37.11,23.54,50.83,0.73
22,2021-03-25,14.1,37.78,23.96,51.87,0.728
22,2021-03-26,14.49,38.57,24.38,52.61,0.733
22,2021-03-27,14.97,39.54,24.88,54.87,0.721
23,2021-01-12,0.34,4.09,2.83,9.89,0.413
23,2021-01-13,0.39,4.26,2.91,10.18,0.418
23,2021-01-14,0.39,4.55,3.84,10.18,0.447
23,2021-01-15,0.62,4.55,3.84,10.18,0.447
23,2021-01-16,0.62,4.55,3.84,10.18,0.447
23,2021-01-17,0.62,4.55,3.84,10.18,0.447
23,2021-01-18,0.62,4.55,3.84,10.18,0.447
23,2021-01-19,0.75,5.5,4.67,10.18,0.54
23,2021-01-20,0.79,5.67,4.78,11.59,0.489
23,2021-01-21,0.9,5.99,4.99,12.29,0.48700000000000004
23,2021-01-22,1.11,6.43,5.22,13.12,0.49
23,2021-01-23,1.31,6.92,5.51,13.28,0.521
23,2021-01-24,1.42,7.43,5.9,13.28,0.5589999999999999
23,2021-01-25,1.48,7.74,6.16,13.28,0.583
23,2021-01-26,1.5,7.81,6.21,14.58,0.536
23,2021-01-27,1.61,8.12,6.41,15.2,0.534
23,2021-01-28,1.85,8.57,6.61,15.49,0.5529999999999999
23,2021-01-29,2.1,9.17,6.96,15.71,0.584
23,2021-01-30,2.31,9.82,7.4,15.78,0.623
23,2021-01-31,2.46,10.44,7.86,15.78,0.662
23,2021-02-01,2.55,10.85,8.18,15.78,0.687
23,2021-02-02,2.55,10.85,8.18,16.51,0.657
23,2021-02-03,2.55,10.85,8.18,16.83,0.644
23,2021-02-04,2.74,11.41,8.55,18.94,0.603
23,2021-02-05,2.87,11.85,8.85,18.94,0.626
23,2021-02-06,3.04,12.54,9.38,18.94,0.662
23,2021-02-07,3.31,13.28,9.84,18.94,0.701
23,2021-02-08,3.31,13.28,9.84,18.94,0.701
23,2021-02-09,3.55,13.95,10.27,20.58,0.6779999999999999
23,2021-02-10,3.7,14.38,10.55,21.26,0.6759999999999999
23,2021-02-11,3.7,14.38,10.55,22.27,0.645
23,2021-02-12,3.7,14.38,10.55,22.27,0.645
23,2021-02-13,3.7,14.38,10.55,22.27,0.645
23,2021-02-14,3.7,14.38,10.55,22.27,0.645
23,2021-02-15,3.7,14.38,10.55,22.27,0.645
23,2021-02-16,4.78,17.72,12.79,23.65,0.7490000000000001
23,2021-02-17,4.9,18.04,12.98,23.94,0.753
23,2021-02-18,4.9,18.04,12.98,23.94,0.753
23,2021-02-19,5.64,19.95,14.15,24.95,0.8
23,2021-02-20,5.65,19.96,14.16,24.95,0.8
23,2021-02-21,5.66,19.99,14.17,24.95,0.8009999999999999
23,2021-02-22,6.88,22.1,15.44,24.95,0.8859999999999999
23,2021-02-23,6.95,22.28,15.55,26.43,0.843
23,2021-02-24,7.18,22.72,15.76,28.82,0.7879999999999999
23,2021-02-25,7.19,22.72,15.77,29.62,0.767
23,2021-02-26,7.2,22.73,15.77,30.63,0.742
23,2021-02-27,8.06,24.73,16.9,30.95,0.799
23,2021-02-28,8.09,24.77,16.94,30.95,0.8
23,2021-03-01,8.1,24.85,17.01,30.95,0.8029999999999999
23,2021-03-02,8.1,24.87,17.04,33.58,0.741
23,2021-03-03,8.11,24.88,17.05,34.6,0.7190000000000001
23,2021-03-04,8.11,24.89,17.07,36.28,0.6859999999999999
23,2021-03-05,9.53,28.43,19.17,37.46,0.759
23,2021-03-06,10.03,29.65,19.89,37.46,0.7909999999999999
23,2021-03-07,10.06,29.72,19.95,37.46,0.7929999999999999
23,2021-03-08,11.06,31.8,21.4,37.46,0.8490000000000001
23,2021-03-09,11.32,32.15,21.61,40.3,0.7979999999999999
23,2021-03-10,11.64,32.84,22.07,41.48,0.792
23,2021-03-11,11.71,32.93,22.16,43.29,0.7609999999999999
23,2021-03-12,12.82,35.45,23.82,43.34,0.818
23,2021-03-13,12.86,35.52,23.89,43.42,0.818
23,2021-03-14,13.8,37.97,25.53,43.42,0.8740000000000001
23,2021-03-15,14.17,38.93,26.15,43.42,0.8959999999999999
23,2021-03-16,14.35,39.29,26.38,46.49,0.845
23,2021-03-17,14.36,39.31,26.4,47.39,0.8290000000000001
23,2021-03-18,14.38,39.35,26.46,49.57,0.794
23,2021-03-19,15.25,41.47,27.75,49.57,0.8370000000000001
23,2021-03-20,15.27,41.5,27.77,50.56,0.821
23,2021-03-21,15.28,41.54,27.83,50.56,0.8220000000000001
23,2021-03-22,16.37,44.33,29.68,50.56,0.877
23,2021-03-23,16.49,44.61,29.89,53.11,0.84
23,2021-03-24,16.51,44.62,29.91,53.22,0.8390000000000001
23,2021-03-25,17.2,46.17,30.83,56.29,0.82
23,2021-03-26,17.76,47.59,31.77,56.37,0.8440000000000001
23,2021-03-27,18.42,48.85,32.43,58.86,0.83
24,2021-01-12,0.11,2.42,2.26,9.14,0.265
24,2021-01-13,0.21,2.95,2.69,9.29,0.317
24,2021-01-14,0.21,2.95,2.73,9.34,0.315
24,2021-01-15,0.26,3.22,2.96,9.35,0.345
24,2021-01-16,0.26,3.22,2.96,9.35,0.345
24,2021-01-17,0.26,3.22,2.96,9.35,0.345
24,2021-01-18,0.26,3.22,2.96,9.35,0.345
24,2021-01-19,0.36,4.1,3.73,9.35,0.43799999999999994
24,2021-01-20,0.4,4.27,3.86,10.4,0.41100000000000003
24,2021-01-21,0.46,4.5,4.03,11.34,0.397
24,2021-01-22,0.51,4.76,4.24,11.95,0.39799999999999996
24,2021-01-23,0.56,5.08,4.51,12.28,0.414
24,2021-01-24,0.62,5.6,4.97,12.28,0.456
