StateFIPS,date,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_vaccinated_per_hundred,distributed_per_hundred,share_doses_used
31,2021-03-01,8.26,24.62,16.08,31.18,0.79
31,2021-03-02,8.4,25.07,16.38,31.24,0.802
31,2021-03-03,8.69,25.7,16.72,33.85,0.759
31,2021-03-04,9.07,26.55,17.17,34.42,0.7709999999999999
31,2021-03-05,9.57,27.67,17.79,36.66,0.755
31,2021-03-06,9.6,27.72,17.82,36.84,0.752
31,2021-03-07,10.03,28.75,18.41,36.84,0.78
31,2021-03-08,10.55,29.64,19.2,36.84,0.805
31,2021-03-09,10.82,30.72,20.04,39.76,0.773
31,2021-03-10,11.12,31.4,20.51,40.05,0.784
31,2021-03-11,11.71,32.56,21.26,40.64,0.8009999999999999
31,2021-03-12,12.43,33.78,21.81,42.23,0.8
31,2021-03-13,12.79,34.45,22.17,43.1,0.799
31,2021-03-14,12.79,34.45,22.18,43.1,0.799
31,2021-03-15,12.99,35.4,22.97,43.1,0.821
31,2021-03-16,13.36,36.04,23.25,45.04,0.8
31,2021-03-17,13.74,36.81,23.65,45.13,0.816
31,2021-03-18,14.28,37.84,24.15,46.29,0.8170000000000001
31,2021-03-19,14.8,39.02,24.82,48.66,0.802
31,2021-03-20,14.82,39.07,24.86,48.67,0.8029999999999999
31,2021-03-21,15.02,40.09,25.72,48.67,0.8240000000000001
31,2021-03-22,15.25,41.22,26.64,48.67,0.847
31,2021-03-23,15.4,41.6,26.88,51.93,0.8009999999999999
31,2021-03-24,15.61,42.3,27.38,52.37,0.8079999999999999
31,2021-03-25,15.96,43.22,27.96,53.17,0.813
31,2021-03-26,16.48,44.32,28.57,54.91,0.807
31,2021-03-27,16.51,44.36,28.62,55.44,0.8
32,2021-01-12,0.28,2.0,1.02,6.73,0.298
32,2021-01-13,0.28,2.0,1.02,6.73,0.298
32,2021-01-14,0.28,2.49,2.02,6.82,0.366
32,2021-01-15,0.5,2.72,2.2,6.87,0.395
32,2021-01-16,0.5,2.72,2.2,6.87,0.395
32,2021-01-17,0.5,2.72,2.2,6.87,0.395
32,2021-01-18,0.5,2.72,2.2,6.87,0.395
32,2021-01-19,0.54,3.34,2.77,6.87,0.486
32,2021-01-20,0.56,3.48,2.89,8.99,0.387
32,2021-01-21,0.63,3.77,3.11,9.03,0.41700000000000004
32,2021-01-22,0.66,4.11,3.42,9.13,0.45
32,2021-01-23,0.68,4.45,3.74,9.32,0.478
32,2021-01-24,0.72,4.94,4.2,9.32,0.53
32,2021-01-25,0.72,5.19,4.44,9.32,0.557
32,2021-01-26,0.73,5.34,4.58,10.97,0.486
32,2021-01-27,0.77,5.66,4.85,10.99,0.515
32,2021-01-28,0.85,6.33,5.44,11.02,0.574
32,2021-01-29,0.95,6.82,5.84,11.04,0.618
32,2021-01-30,1.03,7.28,6.21,11.97,0.608
32,2021-01-31,1.1,7.83,6.68,11.97,0.654
32,2021-02-01,1.15,8.08,6.88,11.97,0.674
32,2021-02-02,1.22,8.22,6.96,13.54,0.607
32,2021-02-03,1.34,9.07,7.69,13.57,0.669
32,2021-02-04,1.48,9.47,7.93,13.79,0.6859999999999999
32,2021-02-05,1.62,9.88,8.21,13.81,0.716
32,2021-02-06,1.83,10.46,8.57,13.89,0.753
32,2021-02-07,2.03,10.85,8.75,13.89,0.7809999999999999
32,2021-02-08,2.17,11.26,9.03,13.89,0.81
32,2021-02-09,2.2,11.41,9.16,16.56,0.6890000000000001
32,2021-02-10,2.37,11.89,9.46,16.92,0.703
32,2021-02-11,2.52,12.31,9.72,17.33,0.71
32,2021-02-12,2.71,12.8,10.02,17.33,0.738
32,2021-02-13,2.94,13.35,10.34,17.33,0.77
32,2021-02-14,3.2,13.91,10.64,17.36,0.8009999999999999
32,2021-02-15,3.2,13.91,10.64,17.36,0.8009999999999999
32,2021-02-16,3.5,14.51,10.92,17.87,0.812
32,2021-02-17,3.57,14.71,11.06,19.26,0.764
32,2021-02-18,3.83,15.16,11.25,19.26,0.787
32,2021-02-19,4.5,16.96,12.37,20.95,0.81
32,2021-02-20,5.11,18.04,12.79,20.99,0.86
32,2021-02-21,5.37,18.5,12.99,20.99,0.8809999999999999
32,2021-02-22,5.67,19.04,13.03,20.99,0.907
32,2021-02-23,5.91,19.43,13.18,23.37,0.831
32,2021-02-24,6.04,19.7,13.31,24.11,0.8170000000000001
32,2021-02-25,6.25,20.2,13.59,26.27,0.769
32,2021-02-26,6.61,20.86,13.88,27.87,0.7490000000000001
32,2021-02-27,7.02,21.61,14.2,28.16,0.767
32,2021-02-28,7.33,22.26,14.54,28.16,0.7909999999999999
32,2021-03-01,7.74,23.22,14.89,28.16,0.825
32,2021-03-02,7.87,23.48,15.02,28.68,0.8190000000000001
32,2021-03-03,8.03,23.83,15.21,31.12,0.7659999999999999
32,2021-03-04,8.23,24.35,15.53,31.96,0.762
32,2021-03-05,8.48,25.11,16.02,33.07,0.759
32,2021-03-06,8.82,25.97,16.53,33.56,0.774
32,2021-03-07,9.17,26.92,17.11,33.56,0.802
32,2021-03-08,9.57,27.79,17.51,33.56,0.828
32,2021-03-09,9.69,28.08,17.69,36.52,0.769
32,2021-03-10,9.88,28.53,17.96,36.93,0.772
32,2021-03-11,10.28,29.37,18.47,37.71,0.779
32,2021-03-12,10.66,30.22,19.02,37.86,0.7979999999999999
32,2021-03-13,11.04,31.13,19.6,37.98,0.82
32,2021-03-14,11.45,32.12,20.22,37.98,0.846
32,2021-03-15,11.7,32.91,20.78,37.98,0.867
32,2021-03-16,11.8,33.12,20.91,38.58,0.858
32,2021-03-17,12.04,33.58,21.16,42.28,0.794
32,2021-03-18,12.3,34.49,21.82,42.99,0.802
32,2021-03-19,12.55,35.28,22.39,43.33,0.8140000000000001
32,2021-03-20,12.93,36.24,23.05,43.79,0.828
32,2021-03-21,13.33,37.18,23.66,43.79,0.8490000000000001
32,2021-03-22,13.54,37.82,24.11,43.79,0.8640000000000001
32,2021-03-23,13.59,38.0,24.24,45.1,0.843
32,2021-03-24,13.74,38.5,24.6,48.42,0.795
32,2021-03-25,14.09,39.43,25.22,49.08,0.8029999999999999
32,2021-03-26,14.49,40.39,25.79,49.5,0.816
32,2021-03-27,14.9,41.37,26.39,50.27,0.823
33,2021-01-12,0.0,3.72,0.85,9.0,0.414
33,2021-01-13,0.0,4.06,0.94,9.14,0.444
33,2021-01-14,0.0,4.32,3.96,9.36,0.461
33,2021-01-15,0.42,4.6,4.18,9.36,0.491
33,2021-01-16,0.42,4.6,4.18,9.36,0.491
33,2021-01-17,0.42,4.6,4.18,9.36,0.491
33,2021-01-18,0.42,4.6,4.18,9.36,0.491
33,2021-01-19,0.52,5.26,4.74,9.36,0.562
33,2021-01-20,0.59,5.55,4.95,10.69,0.519
33,2021-01-21,0.76,5.93,5.17,11.41,0.52
33,2021-01-22,0.92,6.3,5.37,11.98,0.525
33,2021-01-23,0.97,6.61,5.63,11.98,0.551
33,2021-01-24,0.98,6.86,5.88,11.98,0.573
33,2021-01-25,1.02,6.96,5.93,11.98,0.581
33,2021-01-26,1.14,7.13,5.99,13.28,0.537
33,2021-01-27,1.34,7.58,6.24,14.04,0.54
33,2021-01-28,1.6,8.12,6.52,14.75,0.551
33,2021-01-29,1.84,8.63,6.79,14.97,0.5770000000000001
33,2021-01-30,2.03,9.1,7.07,15.97,0.57
33,2021-01-31,2.19,9.44,7.25,15.97,0.591
33,2021-02-01,2.24,9.6,7.36,15.97,0.601
33,2021-02-02,2.38,9.99,7.6,16.68,0.599
33,2021-02-03,2.51,10.17,7.65,17.3,0.588
33,2021-02-04,2.71,10.67,7.95,17.95,0.595
33,2021-02-05,2.98,11.26,8.28,18.02,0.625
33,2021-02-06,3.23,11.85,8.57,18.95,0.625
33,2021-02-07,3.35,12.2,8.79,18.95,0.644
33,2021-02-08,3.39,12.25,8.81,18.95,0.6459999999999999
33,2021-02-09,3.49,12.41,8.91,19.67,0.631
33,2021-02-10,3.72,12.96,9.23,20.39,0.636
33,2021-02-11,3.91,13.54,9.62,21.92,0.618
33,2021-02-12,4.1,14.06,9.95,21.93,0.6409999999999999
33,2021-02-13,4.37,14.76,10.38,22.94,0.643
33,2021-02-14,4.53,15.34,10.79,22.94,0.669
33,2021-02-15,4.53,15.34,10.79,22.94,0.669
33,2021-02-16,4.8,15.93,11.12,23.65,0.674
33,2021-02-17,4.86,16.06,11.18,23.65,0.679
33,2021-02-18,5.12,16.68,11.55,23.65,0.705
33,2021-02-19,5.5,17.75,12.24,24.16,0.735
33,2021-02-20,5.76,18.41,12.63,24.16,0.762
33,2021-02-21,5.99,19.18,13.17,24.16,0.794
33,2021-02-22,6.27,19.7,14.13,24.16,0.815
33,2021-02-23,6.35,20.17,14.53,25.31,0.797
33,2021-02-24,6.54,20.76,14.95,28.18,0.737
33,2021-02-25,6.74,21.42,15.44,29.15,0.735
33,2021-02-26,6.97,22.05,15.87,29.31,0.752
33,2021-02-27,7.18,22.86,16.5,30.32,0.754
33,2021-02-28,7.35,23.65,17.17,30.32,0.78
33,2021-03-01,7.37,23.89,17.39,30.32,0.7879999999999999
33,2021-03-02,7.44,24.31,17.75,32.16,0.7559999999999999
33,2021-03-03,7.61,24.97,18.26,33.45,0.746
33,2021-03-04,7.84,25.73,18.81,34.33,0.7490000000000001
33,2021-03-05,8.06,26.37,19.26,35.49,0.743
33,2021-03-06,8.41,27.29,19.87,36.53,0.747
33,2021-03-07,8.62,28.1,20.51,36.53,0.769
33,2021-03-08,8.83,28.35,20.76,36.53,0.7759999999999999
33,2021-03-09,9.08,28.97,21.31,37.71,0.768
33,2021-03-10,9.44,29.81,21.91,39.11,0.762
33,2021-03-11,9.91,30.79,22.57,40.26,0.765
33,2021-03-12,10.36,31.72,23.21,40.35,0.7859999999999999
33,2021-03-13,11.08,33.1,24.11,41.57,0.7959999999999999
33,2021-03-14,11.45,33.88,24.54,41.57,0.815
33,2021-03-15,11.63,34.22,24.74,41.57,0.823
33,2021-03-16,11.84,34.68,25.0,42.77,0.8109999999999999
33,2021-03-17,12.0,35.21,25.44,44.67,0.7879999999999999
33,2021-03-18,12.33,36.01,25.95,45.75,0.787
33,2021-03-19,12.69,36.84,26.45,46.17,0.7979999999999999
33,2021-03-20,13.09,37.83,27.09,47.94,0.789
33,2021-03-21,13.6,38.98,27.74,47.94,0.813
33,2021-03-22,14.01,39.54,28.02,47.94,0.825
33,2021-03-23,14.32,40.12,28.32,49.21,0.815
33,2021-03-24,14.72,40.81,28.68,50.02,0.816
33,2021-03-25,15.19,41.64,29.08,52.24,0.797
33,2021-03-26,15.56,42.26,29.39,52.58,0.804
33,2021-03-27,16.15,43.1,29.7,54.67,0.7879999999999999
34,2021-01-12,0.16,2.49,2.33,7.37,0.33799999999999997
34,2021-01-13,0.3,2.96,2.66,7.37,0.402
34,2021-01-14,0.3,2.97,2.65,7.42,0.4
34,2021-01-15,0.41,3.57,3.14,7.42,0.48100000000000004
34,2021-01-16,0.41,3.57,3.14,7.42,0.48100000000000004
34,2021-01-17,0.41,3.57,3.14,7.42,0.48100000000000004
34,2021-01-18,0.41,3.57,3.14,7.42,0.48100000000000004
34,2021-01-19,0.49,4.51,3.99,7.42,0.607
34,2021-01-20,0.56,4.87,4.29,10.12,0.48100000000000004
34,2021-01-21,0.56,4.87,4.29,10.39,0.46799999999999997
34,2021-01-22,0.63,5.23,4.58,10.72,0.488
34,2021-01-23,0.69,5.64,4.93,11.14,0.506
34,2021-01-24,0.73,6.03,5.28,11.14,0.541
34,2021-01-25,0.78,6.34,5.54,11.14,0.569
34,2021-01-26,0.81,6.48,5.65,12.29,0.528
34,2021-01-27,0.9,6.89,5.97,13.59,0.507
34,2021-01-28,0.99,7.3,6.28,13.85,0.527
34,2021-01-29,1.22,8.19,6.94,13.87,0.591
34,2021-01-30,1.33,8.66,7.31,13.88,0.624
34,2021-01-31,1.39,8.96,7.54,13.88,0.645
34,2021-02-01,1.44,9.12,7.66,13.88,0.657
34,2021-02-02,1.54,9.42,7.85,13.91,0.677
34,2021-02-03,1.64,9.59,7.93,14.1,0.68
34,2021-02-04,1.64,9.59,7.93,16.14,0.594
34,2021-02-05,1.77,9.96,8.16,16.16,0.616
34,2021-02-06,2.24,11.72,8.91,16.67,0.703
34,2021-02-07,2.37,12.1,9.15,16.67,0.726
34,2021-02-08,2.49,12.33,9.26,16.67,0.7390000000000001
34,2021-02-09,2.71,12.35,9.58,16.67,0.741
34,2021-02-10,2.93,12.93,9.95,19.02,0.68
34,2021-02-11,3.15,13.47,10.26,19.93,0.6759999999999999
34,2021-02-12,3.44,14.1,10.6,19.97,0.706
34,2021-02-13,3.75,14.75,10.93,19.99,0.738
34,2021-02-14,3.95,15.19,11.18,20.0,0.759
34,2021-02-15,3.95,15.19,11.18,20.0,0.759
34,2021-02-16,4.32,16.07,11.69,20.15,0.797
34,2021-02-17,4.58,16.67,12.02,20.15,0.8270000000000001
34,2021-02-18,4.88,17.36,12.42,20.15,0.861
34,2021-02-19,5.17,18.06,12.83,20.38,0.8859999999999999
34,2021-02-20,5.46,18.56,13.03,20.38,0.9109999999999999
34,2021-02-21,5.75,19.02,13.2,21.58,0.8809999999999999
34,2021-02-22,6.21,19.27,13.89,21.58,0.893
34,2021-02-23,6.49,19.8,14.14,23.81,0.8320000000000001
34,2021-02-24,6.75,20.31,14.4,25.87,0.785
34,2021-02-25,7.11,21.01,14.75,27.88,0.754
34,2021-02-26,7.55,21.88,15.18,27.92,0.784
34,2021-02-27,7.89,22.61,15.6,28.24,0.8009999999999999
34,2021-02-28,8.13,23.26,16.03,28.24,0.8240000000000001
34,2021-03-01,8.22,23.6,16.31,28.24,0.836
34,2021-03-02,8.54,24.63,17.02,29.48,0.835
34,2021-03-03,8.77,25.33,17.51,31.31,0.809
34,2021-03-04,9.02,26.18,18.12,31.34,0.835
34,2021-03-05,9.34,27.06,18.7,33.09,0.818
34,2021-03-06,9.65,27.91,19.28,34.57,0.807
34,2021-03-07,9.89,28.53,19.69,34.57,0.825
34,2021-03-08,10.11,28.96,19.99,34.57,0.838
34,2021-03-09,10.4,29.72,20.51,35.59,0.835
34,2021-03-10,10.73,30.57,21.07,37.19,0.8220000000000001
34,2021-03-11,11.24,31.92,22.05,38.31,0.833
34,2021-03-12,11.57,32.84,22.72,39.6,0.8290000000000001
34,2021-03-13,11.98,33.9,23.54,40.28,0.8420000000000001
34,2021-03-14,12.22,34.51,23.94,40.28,0.857
34,2021-03-15,12.44,35.05,24.31,40.28,0.87
34,2021-03-16,12.72,35.74,24.76,41.17,0.868
34,2021-03-17,13.09,36.65,25.35,43.67,0.8390000000000001
34,2021-03-18,13.49,37.68,26.04,45.69,0.825
34,2021-03-19,13.82,38.63,26.71,46.02,0.8390000000000001
34,2021-03-20,14.16,39.57,27.36,46.7,0.847
34,2021-03-21,14.46,40.32,27.87,46.7,0.8640000000000001
34,2021-03-22,14.73,40.93,28.26,46.7,0.877
34,2021-03-23,14.75,40.94,28.31,47.48,0.862
34,2021-03-24,15.41,42.58,29.35,49.76,0.856
34,2021-03-25,15.83,43.56,29.97,52.74,0.826
34,2021-03-26,16.27,44.57,30.63,53.43,0.8340000000000001
34,2021-03-27,16.79,45.64,31.24,53.97,0.846
35,2021-01-12,0.54,3.73,2.07,8.44,0.442
35,2021-01-13,0.59,3.9,2.19,9.52,0.41
35,2021-01-14,0.59,4.26,3.5,9.76,0.43700000000000006
35,2021-01-15,0.89,4.74,3.82,9.76,0.485
35,2021-01-16,0.89,4.74,3.82,9.76,0.485
35,2021-01-17,0.89,4.74,3.82,9.76,0.485
35,2021-01-18,0.89,4.74,3.82,9.76,0.485
35,2021-01-19,1.11,6.59,5.36,9.76,0.675
35,2021-01-20,1.18,6.83,5.54,10.77,0.635
35,2021-01-21,1.29,7.27,5.86,11.34,0.6409999999999999
35,2021-01-22,1.4,7.73,6.21,11.84,0.653
35,2021-01-23,1.58,8.81,7.1,12.26,0.718
35,2021-01-24,1.66,9.54,7.76,12.26,0.779
35,2021-01-25,1.69,9.76,7.94,12.26,0.7959999999999999
35,2021-01-26,1.71,10.02,8.18,12.91,0.7759999999999999
35,2021-01-27,1.83,10.35,8.4,14.48,0.715
35,2021-01-28,1.99,10.72,8.6,15.01,0.7140000000000001
35,2021-01-29,2.24,11.39,9.02,15.16,0.7509999999999999
35,2021-01-30,2.39,11.84,9.32,15.16,0.7809999999999999
35,2021-01-31,2.69,12.6,9.78,15.16,0.831
35,2021-02-01,2.87,13.13,10.12,15.16,0.866
35,2021-02-02,2.9,13.24,10.2,16.74,0.7909999999999999
35,2021-02-03,3.0,13.58,10.45,16.99,0.8
35,2021-02-04,3.21,14.05,10.7,17.4,0.8079999999999999
35,2021-02-05,3.43,14.64,11.06,17.4,0.841
35,2021-02-06,3.76,15.39,11.47,17.4,0.884
35,2021-02-07,3.96,15.82,11.7,17.4,0.909
35,2021-02-08,4.19,16.35,11.97,17.4,0.9390000000000001
35,2021-02-09,4.23,16.5,12.09,19.34,0.853
35,2021-02-10,4.42,16.91,12.31,19.62,0.862
35,2021-02-11,4.85,17.64,12.6,20.44,0.863
35,2021-02-12,5.34,18.54,12.99,20.5,0.904
35,2021-02-13,5.65,19.07,13.2,20.5,0.93
35,2021-02-14,6.12,20.02,13.67,20.5,0.977
35,2021-02-15,6.12,20.02,13.67,20.5,0.977
35,2021-02-16,6.56,21.14,14.34,21.39,0.9890000000000001
35,2021-02-17,6.64,21.34,14.44,21.67,0.985
35,2021-02-18,6.87,21.75,14.62,21.67,1.003
35,2021-02-19,8.45,26.83,18.1,28.59,0.938
35,2021-02-20,8.88,27.61,18.44,28.9,0.955
35,2021-02-21,9.29,28.42,18.83,28.9,0.9840000000000001
35,2021-02-22,9.56,28.84,19.53,28.9,0.998
35,2021-02-23,9.7,29.21,19.78,31.5,0.927
35,2021-02-24,9.85,29.5,19.93,32.45,0.909
35,2021-02-25,10.23,30.28,20.33,33.62,0.9
35,2021-02-26,10.71,31.34,20.92,35.11,0.893
35,2021-02-27,11.14,32.34,21.49,35.23,0.9179999999999999
35,2021-02-28,11.7,33.65,22.3,35.23,0.955
35,2021-03-01,11.86,33.94,22.42,35.23,0.963
35,2021-03-02,12.14,34.41,22.68,38.17,0.9009999999999999
35,2021-03-03,12.43,35.1,23.08,39.19,0.895
35,2021-03-04,12.61,35.48,23.28,41.13,0.863
35,2021-03-05,13.01,36.53,23.94,42.67,0.856
35,2021-03-06,13.76,38.21,24.8,42.99,0.889
35,2021-03-07,14.05,38.82,25.18,42.99,0.903
35,2021-03-08,14.46,39.77,25.8,42.99,0.925
35,2021-03-09,14.53,40.01,26.0,46.36,0.863
35,2021-03-10,14.56,40.09,26.06,47.15,0.85
35,2021-03-11,15.08,41.38,26.86,47.57,0.87
35,2021-03-12,15.56,42.71,27.74,48.88,0.8740000000000001
35,2021-03-13,15.96,43.55,28.23,49.36,0.882
35,2021-03-14,16.61,44.93,29.01,49.36,0.91
35,2021-03-15,16.87,45.43,29.25,49.36,0.92
35,2021-03-16,17.34,46.28,29.64,52.83,0.8759999999999999
35,2021-03-17,17.56,46.91,30.08,53.95,0.87
35,2021-03-18,18.05,47.88,30.64,54.19,0.884
35,2021-03-19,18.63,49.18,31.41,56.09,0.877
35,2021-03-20,19.41,50.56,32.32,56.46,0.8959999999999999
35,2021-03-21,19.99,51.75,32.98,56.46,0.917
35,2021-03-22,20.27,52.37,33.34,56.46,0.9279999999999999
35,2021-03-23,20.34,52.54,33.45,59.78,0.879
35,2021-03-24,20.58,53.01,33.72,60.47,0.877
35,2021-03-25,21.0,54.14,34.45,61.88,0.875
35,2021-03-26,21.5,55.42,35.26,63.3,0.875
35,2021-03-27,22.04,56.81,36.14,63.78,0.8909999999999999
36,2021-01-12,0.19,2.98,2.79,8.34,0.35700000000000004
36,2021-01-13,0.23,3.25,3.02,9.24,0.35200000000000004
36,2021-01-14,0.23,3.54,3.17,9.63,0.368
36,2021-01-15,0.38,3.89,3.45,9.69,0.402
36,2021-01-16,0.38,3.89,3.45,9.69,0.402
36,2021-01-17,0.38,3.89,3.45,9.69,0.402
36,2021-01-18,0.38,3.89,3.45,9.69,0.402
36,2021-01-19,0.53,5.14,4.55,9.69,0.531
36,2021-01-20,0.55,5.38,4.76,10.58,0.509
36,2021-01-21,0.62,5.74,5.05,11.38,0.504
36,2021-01-22,0.73,6.19,5.39,12.17,0.509
36,2021-01-23,0.84,6.59,5.69,12.32,0.535
36,2021-01-24,0.91,7.02,6.03,12.32,0.57
36,2021-01-25,0.95,7.29,6.25,12.32,0.5920000000000001
36,2021-01-26,0.98,7.47,6.4,12.35,0.605
36,2021-01-27,1.09,7.81,6.61,14.11,0.5529999999999999
36,2021-01-28,1.23,8.38,6.79,14.46,0.58
36,2021-01-29,1.4,8.76,6.99,14.51,0.603
36,2021-01-30,1.56,9.21,7.29,15.08,0.611
36,2021-01-31,1.7,9.64,7.58,15.08,0.639
36,2021-02-01,1.77,9.91,7.77,15.08,0.657
36,2021-02-02,1.82,10.11,7.92,15.35,0.6579999999999999
36,2021-02-03,1.89,10.3,8.03,16.66,0.618
36,2021-02-04,2.0,10.59,8.1,17.36,0.61
36,2021-02-05,2.19,10.96,8.28,17.37,0.631
36,2021-02-06,2.41,11.44,8.54,17.37,0.659
36,2021-02-07,2.67,12.01,8.85,17.37,0.6920000000000001
36,2021-02-08,2.85,12.43,9.09,17.37,0.716
36,2021-02-09,2.94,12.55,9.23,17.62,0.7120000000000001
36,2021-02-10,3.18,13.04,9.43,19.18,0.68
36,2021-02-11,3.43,13.47,9.61,19.76,0.682
36,2021-02-12,3.71,13.94,9.81,19.89,0.701
36,2021-02-13,4.0,14.5,10.07,20.26,0.716
36,2021-02-14,4.28,15.04,10.32,20.4,0.737
36,2021-02-15,4.28,15.04,10.32,20.4,0.737
36,2021-02-16,4.75,15.99,10.81,20.53,0.779
36,2021-02-17,4.91,16.34,11.0,20.66,0.7909999999999999
36,2021-02-18,5.11,16.73,11.19,20.68,0.809
36,2021-02-19,5.48,17.72,11.8,21.41,0.828
36,2021-02-20,5.74,18.18,12.0,21.41,0.8490000000000001
36,2021-02-21,6.0,18.62,12.18,21.44,0.868
36,2021-02-22,6.2,19.08,12.34,21.44,0.89
36,2021-02-23,6.38,19.39,12.47,24.86,0.78
36,2021-02-24,6.51,19.64,12.59,27.5,0.7140000000000001
36,2021-02-25,6.64,19.94,12.76,28.35,0.703
36,2021-02-26,6.82,20.33,12.98,28.93,0.703
36,2021-02-27,7.03,20.87,13.31,29.59,0.705
36,2021-02-28,7.35,21.72,13.83,29.59,0.7340000000000001
36,2021-03-01,7.58,22.39,14.28,29.59,0.757
36,2021-03-02,7.77,23.11,14.81,30.78,0.7509999999999999
36,2021-03-03,7.94,23.68,15.21,33.12,0.715
36,2021-03-04,8.09,24.32,15.69,33.75,0.721
36,2021-03-05,8.25,25.01,16.22,35.21,0.71
36,2021-03-06,8.45,25.92,16.93,36.03,0.7190000000000001
36,2021-03-07,8.7,26.92,17.68,36.03,0.747
36,2021-03-08,9.01,27.84,18.35,36.03,0.773
36,2021-03-09,9.21,28.4,18.77,36.74,0.773
36,2021-03-10,9.48,29.26,19.44,39.58,0.7390000000000001
36,2021-03-11,9.77,30.02,20.01,40.58,0.74
36,2021-03-12,10.04,30.84,20.61,41.16,0.7490000000000001
36,2021-03-13,10.53,32.36,21.72,42.35,0.764
36,2021-03-14,10.53,32.36,21.73,42.35,0.764
36,2021-03-15,10.83,33.12,22.22,42.35,0.782
36,2021-03-16,11.11,33.78,22.64,44.3,0.763
36,2021-03-17,11.37,34.44,23.07,45.86,0.7509999999999999
36,2021-03-18,11.62,35.23,23.64,47.53,0.741
36,2021-03-19,11.88,36.01,24.19,48.04,0.75
36,2021-03-20,12.12,36.94,24.91,49.28,0.75
36,2021-03-21,12.42,37.89,25.6,49.28,0.769
36,2021-03-22,12.7,38.67,26.13,49.28,0.785
36,2021-03-23,13.01,39.56,26.7,51.32,0.7709999999999999
36,2021-03-24,13.34,40.29,27.19,52.52,0.767
36,2021-03-25,13.67,41.05,27.65,54.49,0.753
36,2021-03-26,14.11,42.12,28.32,55.63,0.757
36,2021-03-27,14.63,43.36,29.06,57.11,0.759
37,2021-01-12,0.18,2.02,1.8,7.98,0.253
37,2021-01-13,0.34,2.55,2.18,8.12,0.313
37,2021-01-14,0.34,2.56,2.22,9.25,0.27699999999999997
37,2021-01-15,0.41,2.89,2.48,9.53,0.303
37,2021-01-16,0.41,2.89,2.48,9.53,0.303
37,2021-01-17,0.41,2.89,2.48,9.53,0.303
37,2021-01-18,0.41,2.89,2.48,9.53,0.303
37,2021-01-19,0.51,3.82,3.3,9.53,0.401
37,2021-01-20,0.56,4.08,3.52,10.66,0.382
37,2021-01-21,0.64,4.51,3.87,11.03,0.409
37,2021-01-22,0.71,5.0,4.29,11.37,0.44
37,2021-01-23,0.76,5.5,4.74,11.89,0.46299999999999997
37,2021-01-24,0.8,6.07,5.26,11.89,0.511
37,2021-01-25,0.82,6.45,5.62,11.89,0.542
37,2021-01-26,0.83,6.67,5.83,11.93,0.5589999999999999
37,2021-01-27,0.84,6.83,5.99,13.32,0.513
37,2021-01-28,1.15,8.1,6.95,13.35,0.607
37,2021-01-29,1.15,8.12,6.96,13.35,0.608
37,2021-01-30,1.29,8.57,7.27,13.57,0.631
37,2021-01-31,1.43,9.07,7.64,13.57,0.669
37,2021-02-01,1.49,9.3,7.81,13.57,0.685
37,2021-02-02,1.49,9.31,7.81,14.21,0.655
37,2021-02-03,1.62,9.79,8.16,15.67,0.625
37,2021-02-04,1.78,10.14,8.35,16.36,0.62
37,2021-02-05,1.97,10.58,8.6,16.38,0.6459999999999999
37,2021-02-06,2.2,11.17,8.96,16.38,0.682
37,2021-02-07,2.5,11.85,9.34,16.38,0.723
37,2021-02-08,2.61,12.15,9.53,16.38,0.742
37,2021-02-09,2.67,12.28,9.59,16.42,0.748
37,2021-02-10,2.87,12.74,9.85,17.47,0.7290000000000001
37,2021-02-11,3.15,13.18,10.01,18.48,0.713
37,2021-02-12,3.53,13.8,10.26,18.93,0.7290000000000001
37,2021-02-13,3.88,14.53,10.63,19.52,0.7440000000000001
37,2021-02-14,4.28,15.42,11.12,19.71,0.782
37,2021-02-15,4.28,15.42,11.12,19.71,0.782
37,2021-02-16,4.61,16.06,11.43,19.78,0.812
37,2021-02-17,4.85,16.54,11.67,19.79,0.836
37,2021-02-18,5.16,16.99,11.81,20.21,0.841
37,2021-02-19,5.88,18.68,12.77,21.86,0.8540000000000001
37,2021-02-20,6.22,19.15,12.91,22.53,0.85
37,2021-02-21,6.59,19.72,13.1,22.53,0.875
37,2021-02-22,6.73,20.07,13.05,22.53,0.8909999999999999
37,2021-02-23,6.82,20.2,13.09,24.71,0.8170000000000001
37,2021-02-24,7.09,20.64,13.25,26.42,0.7809999999999999
37,2021-02-25,7.36,21.08,13.42,26.79,0.787
37,2021-02-26,7.64,21.78,13.84,27.71,0.7859999999999999
37,2021-02-27,7.91,22.56,14.34,28.47,0.7929999999999999
37,2021-02-28,8.19,23.53,15.01,28.47,0.8270000000000001
37,2021-03-01,8.35,24.08,15.4,28.47,0.846
37,2021-03-02,8.41,24.27,15.51,28.87,0.841
37,2021-03-03,8.62,24.86,15.88,31.26,0.795
37,2021-03-04,8.87,25.38,16.14,31.48,0.8059999999999999
37,2021-03-05,8.93,25.56,16.27,33.65,0.759
37,2021-03-06,9.19,26.32,16.77,34.56,0.762
37,2021-03-07,9.41,26.99,17.21,34.56,0.7809999999999999
37,2021-03-08,9.61,27.48,17.53,34.56,0.795
37,2021-03-09,9.69,27.74,17.72,35.47,0.782
37,2021-03-10,9.92,28.4,18.18,37.76,0.752
37,2021-03-11,10.22,29.06,18.6,39.29,0.74
