countyFIPS,StateFIPS,population,SQMI,WHITE,BLACK,AMERI_ES,ASIAN,HAWN_PI,HISPANIC,OTHER,MULT_RACE,MALES,FEMALES,AGE_UNDER5,AGE_5_9,AGE_10_14,AGE_15_19,AGE_20_24,AGE_25_34,AGE_35_44,AGE_45_54,AGE_55_64,AGE_65_74,AGE_75_84,AGE_85_UP,HOUSEHOLDS,HSEHLD_1_M,HSEHLD_1_F,MARHH_CHD,MARHH_NO_C,MHH_CHILD,FHH_CHILD,FAMILIES,HSE_UNITS,VACANT,OWNER_OCC,RENTER_OCC,Prevalence of obesity,Hypertension,Diabetes,CVD,HIV/AIDS
1023,1.0,12589.0,920.89,7731.0,6012.0,18.0,12.0,0.0,73.0,28.0,58.0,6688.0,7170.999999999999,749.0,864.0,954.0,904.0,670.0,1393.0,1714.0000000000002,2129.0,1963.0,1459.0,777.0,283.0,5866.0,876.0000000000001,986.0,1065.0,1669.0,96.0,571.0,3872.9999999999995,7269.000000000001,1403.0,4866.0,1000.0,4190.0,12.264168,1761.0000000000002,49.139538,26.0
1025,1.0,23622.0,1252.37,14070.0,11336.0,103.0,77.0,4.0,271.0,67.0,176.0,12214.0,13619.000000000002,1468.0,1701.0,1945.0,1997.0000000000002,1264.0,2874.0,3299.9999999999995,3874.0,3236.0,2358.0,1340.0,476.0,10337.0,1304.0,1601.0,2079.0,2910.0,220.0,1243.0,7203.999999999999,12638.0,2301.0,7996.0,2341.0,6287.0,23.892654,4123.0,75.822084,36.0
1027,1.0,13235.0,605.92,11380.0,2066.0,55.0,24.0,0.0,399.0,172.0,235.0,6832.999999999999,7099.000000000001,801.0,783.0,989.9999999999999,912.0,747.0,1480.0,1830.0,2120.0,1819.9999999999998,1384.0,781.0,284.0,5670.0,709.0,834.0,1139.0,1849.0,148.0,475.99999999999994,3978.0,6775.999999999999,1106.0,4266.0,1404.0,4175.0,5.218796,1385.0,51.615846,25.0
1029,1.0,14910.0,560.99,14079.0,498.0,51.0,23.0,10.0,307.0,151.0,160.0,7453.0,7519.0,937.9999999999999,942.0,996.9999999999999,1080.0,769.0,1623.0,2062.0,2149.0,2051.0,1385.0,737.0,239.0,5891.0,718.0,762.0,1371.0,1941.0000000000002,166.0,379.0,4196.0,6718.0,827.0,4562.0,1329.0,4155.0,5.060934,1390.0,53.846514,14.0
1031,1.0,52342.0,680.46,37330.0,8359.0,645.0,644.0,100.0,3180.0,1623.0,1247.0,24684.0,25264.0,3303.0,3187.0,3457.0,3370.0,3073.0,6899.0,6612.0,6803.000000000001,6034.0,4025.0,2361.0,824.0,19849.0,2272.0,2779.0,4468.0,5980.0,495.0,1720.9999999999998,13837.0,22330.0,2481.0,13394.0,6455.0,12938.0,35.050896,6099.0,145.481716,64.0
1033,1.0,55241.0,622.28,43789.0,8768.0,267.0,229.0,20.0,1093.0,509.99999999999994,845.0,26159.0,28269.0,3134.0,3103.0,3616.0,3598.0000000000005,3010.0,6091.0,6924.0,8259.0,7230.0,5254.0,3056.0,1153.0,22773.0,2811.0,3759.0000000000005,4375.0,6991.000000000001,503.00000000000006,1944.9999999999998,15441.999999999998,25758.0,2985.0,16573.0,6200.0,12726.0,25.432909,6732.0,185.036826,56.00000000000001
1035,0.9999999999999999,12067.0,852.71,6788.000000000001,6149.0,44.0,17.0,0.9999999999999999,161.0,97.00000000000001,132.0,6412.0,6816.0,776.0000000000001,790.0,878.9999999999999,976.0,640.0,1331.0,1499.0,2010.0000000000002,1965.0,1343.0,768.0000000000001,251.0,5625.0,857.0,881.0,826.0,1527.0000000000002,132.0,722.0,3717.0,7093.0,1468.0,4238.0,1387.0,4128.0,24.719651999999996,2484.0,42.34446,33.0
1037,1.0,10663.0,666.37,7648.0,3582.0,40.0,16.0,15.0,230.0,135.0,103.0,5727.0,5812.0,561.0,618.0,707.0,781.0,555.0,1149.0,1533.0,1868.0,1797.0000000000002,1160.0,619.0,190.99999999999997,4794.0,661.0,674.9999999999999,808.0,1565.0,131.0,418.0,3293.0,6478.0,1684.0000000000002,3846.0,948.0,3538.0,6.602722,1830.0,33.945353,18.0
1039,1.0,37049.0,1043.77,32022.000000000004,4716.0,214.0,155.0,1.0,483.0,135.0,522.0,18288.0,19477.0,2265.0,2347.0,2408.0,2482.0,1961.0,4110.0,4518.0,5651.0,5084.000000000001,3725.0,2309.0,905.0,15531.0,1866.0,2501.0,2988.0,4815.0,392.00000000000006,1304.0,10539.0,18829.0,3298.0,11480.0,4051.0,9003.0,53.87428800000001,4345.0,129.850848,50.0
1041,1.0,13772.0,610.88,10097.0,3254.0,56.99999999999999,189.0,8.0,204.0,99.0,202.0,6714.0,7192.0,829.0,943.0,924.0,989.0,734.0,1495.0,1787.0000000000002,2122.0,1873.0,1189.0,711.0,310.0,5652.0,695.0,892.0,1111.0,1640.0,129.0,552.0,3881.9999999999995,6735.0,1083.0,4141.0,1511.0,3955.0,14.816198,1898.9999999999998,48.415695,24.0
1043,1.0,83768.0,754.89,76133.0,856.0,408.0,343.00000000000006,18.0,3454.0,1759.0,889.0,39719.0,40687.0,4931.0,5141.0,5278.0,5442.0,4769.0,9578.0,10350.0,11787.000000000002,10320.0,7400.0,4106.0,1304.0,31864.0,3645.9999999999995,4539.0,7262.0,10341.0,895.0,2013.0,22487.0,37054.0,5190.0,23894.0,7969.999999999999,22847.0,88.78297600000002,11984.0,248.804498,55.0
1045,1.0,49172.0,562.7,37236.0,9679.0,371.0,534.0,44.0,2821.0,882.0,1505.0,24825.0,25426.0,3689.9999999999995,3458.9999999999995,3350.0,3250.0,3454.0000000000005,7255.0,6139.0,6982.0,5913.0,3917.0000000000005,2157.0,685.0,20065.0,2668.0,2801.0,4232.0,5570.0,548.0,2019.0,13721.0,22677.0,2612.0,12349.0,7716.0,13651.999999999998,60.285108,5806.0,148.505994,119.0
1047,1.0,37196.0,993.72,12769.0,30423.0,85.0,149.0,11.0,309.0,84.0,299.0,20244.0,23576.0,3197.0,3097.0,3271.0000000000005,3343.0,2705.0,4989.0,5021.0,6514.0,5518.0,3530.0,1922.0,713.0,17064.0,2283.0,2831.0,2412.0,3555.0,393.0,3187.0,11440.0,20208.0,3144.0,10653.0,6411.0,12578.000000000002,66.756096,4635.0,170.323659,138.0
1049,1.0,71513.0,778.61,60087.0,1078.0,969.0,203.0,147.0,9690.0,7051.0,1574.0,35113.0,35996.0,5046.0,5199.0,5043.0,5021.0,3883.0,9043.0,9658.0,9714.0,8627.0,5715.0,3118.0,1042.0,26842.0,2963.0,3653.0,6663.0,8380.0,816.0,1944.0,19361.0,31109.0,4267.0,20184.0,6658.0,15197.0,45.555752,6691.0,240.9885,54.0
1051,1.0,81209.0,657.2099999999999,60455.0,15900.0,285.0,518.0,63.0,2129.0,938.0,1144.0,38689.0,40614.0,4859.0,5206.0,5256.0,5579.0,5144.0,10488.0,11624.0,12257.0,9454.0,5740.0,2753.0,943.0,28301.0,2912.0,3326.0,7014.0,9004.0,793.0,2520.0,21003.0,32657.0,4356.0,21882.0,6419.000000000001,21005.0,82.57107,9704.0,242.31912,176.00000000000003
1053,1.0,36633.0,953.13,23784.0,12220.0,1288.0,92.0,12.0,718.0,342.99999999999994,580.0,19766.0,18553.0,2385.0,2378.9999999999995,2391.0,2553.0,2227.0,5019.0,5239.0,5586.0,4728.0,3384.0,1814.0,614.0,14157.0,1693.0,2234.0,2662.0,3870.0,385.0,1653.0,9705.0,16486.0,2329.0,10285.0,3872.0,11182.999999999998,113.78536,5339.0,128.06144,67.0
1055,1.0,102268.0,548.71,83823.0,15796.0,447.99999999999994,672.0,171.0,3447.0,1975.0,1545.0,50626.0,53804.00000000001,6140.0,6540.0,6904.999999999999,7224.0,6070.0,12046.0,13956.0,14894.0,14147.0,9097.0,5475.0,1936.0,42036.0,4982.0,6826.999999999999,8279.0,12424.0,1093.0,3742.0,28707.999999999996,47454.0,5418.0,30348.000000000004,11688.0,27726.0,74.042304,12216.0,368.443656,181.0
1057,1.0,16302.0,629.33,14910.0,1969.0,52.0,37.0,0.0,204.0,102.0,171.0,8507.0,8734.0,997.0,999.0,1146.0,1211.0,924.0,1783.0,2115.0,2555.0,2427.0,1768.0,975.0,341.0,7100.0,857.0,1098.0,1389.0,2328.0,185.0,550.0,4916.0,8437.0,1337.0,5271.0,1829.0,5187.0,20.413404,2952.0,53.628143,13.0
1059,1.0,31362.0,646.5,26320.0,1228.0,215.0,62.99999999999999,10.0,4710.0,3338.0,530.0,15828.0,15876.0,2266.0,2161.0,2093.0,2223.0,1946.0,3993.9999999999995,4186.0,4285.0,3725.0,2756.0,1573.0,496.00000000000006,12286.0,1396.0,1808.0,2808.0,3761.0,353.0,984.0,8741.0,14022.0,1736.0,8581.0,3705.0,7933.0,26.341475,3413.0,111.14895,17.0
1061,1.0,26271.0,579.01,23127.0,2539.0,224.0,67.0,8.0,920.0,409.0,416.00000000000006,13105.0,13684.999999999998,1576.0,1644.0,1675.9999999999998,1788.0000000000002,1498.0,2861.0,3412.0,3956.0,3705.0,2686.0,1480.0,508.00000000000006,10920.0,1323.0,1595.0,2098.0,3507.0000000000005,309.0,903.9999999999999,7617.0,12687.0,1767.0000000000002,8171.0,2749.0,7798.0,37.416407,3411.0000000000005,87.503925,40.0
1063,0.9999999999999999,8111.0,660.01,1575.0,7370.0,17.0,15.0,0.0,69.0,25.0,43.0,4271.0,4774.0,555.0,584.0,632.0,738.0,506.0,903.0,926.0,1387.0,1360.0,759.0,498.0,197.0,3764.0,652.0,642.0,465.0,785.0,90.0,606.0,2372.0,5007.0,1243.0,2742.0,1022.0,2270.0,6.477064,927.0,34.11375,33.0
1065,1.0,14651.0,656.44,6266.0,9301.0,25.0,35.0,1.0,140.0,44.0,88.0,7465.999999999999,8294.0,953.9999999999999,969.0000000000001,1230.0,1225.0,898.0,1720.0,1783.0,2492.0,2119.0,1292.0,764.0,314.0,6273.0,856.0,995.9999999999999,1065.0,1536.0,158.0,894.0,4245.0,7655.0,1382.0,4836.0,1437.0,4444.0,10.021284,1955.0000000000002,50.26203,54.0
